,Unnamed: 0,Subdistcode,Subdistrict,Districtcode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
23,23,2778,Laikera,371,87215,43616,43599,6846,7196,8406,8759,8908,8065,6798,6508,5700,4993,3896,3076,2868,1962,1468,731,828,198
24,24,2779,Kolabira,371,36708,18376,18332,2881,3029,3538,3686,3749,3394,2861,2739,2399,2101,1640,1294,1207,825,618,307,348,83
25,25,2780,Govindpur,372,53148,26435,26713,4198,4515,5155,5240,5104,4665,4011,3939,3552,3127,2492,1995,1910,1247,961,442,482,107
26,26,2781,Mahulpalli,372,68867,34166,34701,5439,5850,6680,6789,6614,6045,5197,5104,4602,4052,3229,2585,2475,1616,1246,573,625,138
27,27,2782,Kochinda,372,73393,36673,36720,5797,6234,7119,7236,7049,6442,5539,5439,4905,4318,3441,2755,2637,1722,1328,611,666,147
28,28,2783,Katarbaga,372,26848,13457,13391,2120,2280,2604,2647,2578,2356,2026,1989,1794,1579,1258,1007,964,630,485,223,243,54
29,29,2784,Thelkoloi  ,372,24187,12390,11797,1910,2054,2346,2384,2323,2123,1825,1792,1616,1423,1134,908,869,567,437,201,219,48
30,30,2785,Rengali ,372,24137,12385,11752,1906,2050,2341,2379,2318,2118,1821,1788,1613,1420,1131,906,867,566,436,200,219,48
31,31,2786,Sasan,372,57326,29116,28210,4528,4869,5561,5651,5506,5032,4326,4248,3831,3373,2688,2152,2060,1345,1037,477,520,115
32,32,2787,Hirakud,372,34048,17583,16465,2689,2892,3302,3356,3270,2988,2569,2523,2275,2003,1596,1278,1223,799,616,283,309,68
33,33,2788,Burla,372,77119,39182,37937,6091,6551,7481,7603,7407,6769,5820,5715,5154,4537,3616,2895,2771,1810,1395,642,700,155
34,34,2789,Dhanupali,372,6944,3591,3353,548,589,673,684,666,609,524,514,464,408,325,260,249,163,125,57,63,13
35,35,2790,Ainthapali,372,11347,5677,5670,896,963,1100,1118,1089,996,856,840,758,667,532,426,407,266,205,94,103,22
36,36,2791,Sadar,372,41932,21278,20654,3312,3562,4067,4134,4027,3680,3164,3107,2802,2467,1966,1574,1507,984,758,349,380,84
37,37,2792,Jamankira,372,53246,26536,26710,4205,4523,5165,5249,5114,4673,4018,3946,3558,3132,2496,1999,1913,1249,963,443,483,107
38,38,2793,Kisinda,372,18386,9222,9164,1452,1561,1783,1812,1765,1613,1387,1362,1228,1081,862,690,660,431,332,153,166,37
39,39,2794,Jujomura,372,51468,26009,25459,4065,4372,4992,5074,4943,4517,3884,3814,3439,3028,2413,1932,1849,1208,931,428,467,103
40,40,2795,Dhama,372,40062,20355,19707,3164,3403,3886,3949,3847,3516,3023,2969,2677,2357,1878,1504,1439,940,725,333,363,80
41,41,2796,Charamal,372,26534,13368,13166,2095,2254,2573,2616,2548,2329,2002,1966,1773,1561,1244,996,953,622,480,220,240,53
42,42,2797,Rairakhol,372,49878,25220,24658,3939,4237,4838,4917,4790,4378,3764,3696,3333,2934,2338,1872,1792,1170,902,415,452,100
43,43,2798,Naktideul,372,26555,13255,13300,2097,2255,2576,2618,2550,2330,2004,1968,1774,1562,1245,996,954,623,480,221,241,53
44,44,2799,Sambalpur (M),372,170179,87585,82594,13442,14457,16508,16778,16345,14938,12843,12612,11373,10013,7979,6389,6116,3994,3080,1416,1545,342
45,45,2800,Debagarh,373,94643,47895,46748,8380,9066,10398,9019,8416,8036,6985,6751,5908,5123,4142,3486,3460,2132,1667,690,771,205
46,46,2801,Barkot,373,63928,32421,31507,5660,6124,7023,6092,5685,5428,4718,4560,3990,3460,2798,2354,2337,1440,1126,466,520,139
47,47,2802,Kundheigola,373,45976,23612,22364,4071,4404,5051,4381,4088,3903,3393,3279,2870,2489,2012,1693,1680,1035,809,335,374,100
48,48,2803,Reamal,373,69560,34852,34708,6159,6663,7642,6629,6186,5906,5133,4962,4342,3765,3044,2562,2543,1567,1225,507,566,151
49,49,2804,Hemgir,374,73945,37314,36631,6443,7243,7718,7174,6958,6457,5603,5538,4867,4239,3179,2488,2268,1499,1079,463,480,241
50,50,2805,Lephripara,374,61692,30934,30758,5375,6043,6439,5985,5805,5387,4674,4620,4060,3536,2652,2075,1892,1250,900,386,401,201
51,51,2806,Bhasma,374,36816,18525,18291,3208,3606,3842,3572,3464,3214,2789,2757,2423,2110,1583,1238,1129,746,537,230,239,120
52,52,2807,Dharuadihi,374,30980,15466,15514,2699,3034,3233,3005,2915,2705,2347,2320,2039,1776,1332,1042,950,628,452,194,201,101
53,53,2808,Sundargarh Town,374,42822,21646,21176,3731,4194,4469,4154,4029,3739,3244,3207,2818,2455,1841,1440,1313,868,625,268,278,140
54,54,2809,Sundargarh ,374,64828,32192,32636,5648,6350,6766,6289,6100,5661,4912,4855,4267,3716,2787,2181,1988,1314,946,406,421,211
55,55,2810,Kinjirkela,374,50240,24873,25367,4377,4921,5244,4874,4727,4387,3806,3762,3306,2880,2160,1690,1541,1018,733,314,326,164
56,56,2811,Talasara,374,70345,34702,35643,6129,6890,7342,6825,6619,6142,5330,5268,4630,4033,3024,2367,2158,1426,1027,440,457,230
57,57,2812,Baragaon,374,68159,34090,34069,5939,6676,7114,6613,6413,5951,5164,5105,4486,3907,2930,2293,2091,1381,995,426,443,222
58,58,2813,Kutra,374,58119,29105,29014,5064,5693,6066,5639,5468,5075,4403,4353,3825,3332,2499,1955,1783,1178,848,364,377,190
59,59,2814,Rajagangapur,374,145278,73179,72099,12658,14231,15164,14095,13670,12686,11008,10881,9562,8329,6247,4888,4457,2945,2121,910,944,475
60,60,2815,Raiboga,374,38017,18939,19078,3312,3724,3968,3688,3577,3319,2880,2847,2502,2179,1634,1279,1166,770,555,238,247,124
61,61,2816,Biramitrapur,374,84720,42548,42172,7382,8299,8843,8219,7972,7398,6419,6345,5576,4857,3643,2850,2599,1717,1237,530,550,277
62,62,2817,Hatibari,374,54157,26834,27323,4719,5305,5653,5254,5096,4729,4103,4056,3564,3104,2328,1822,1661,1097,790,339,352,177
63,63,2818,Bisra,374,86097,42896,43201,7502,8434,8986,8353,8101,7518,6523,6448,5667,4936,3702,2897,2641,1745,1257,539,559,281
64,64,2819,Bondamunda,374,12591,6381,6210,1097,1233,1314,1221,1184,1099,954,943,828,721,541,423,386,255,183,78,81,41
65,65,2820,Brahmani Tarang,374,50426,25129,25297,4393,4939,5263,4892,4745,4403,3820,3776,3319,2891,2168,1696,1547,1022,736,315,327,164
66,66,2821,Raghunathapali,374,22819,11577,11242,1988,2235,2381,2214,2147,1992,1729,1709,1501,1308,981,767,700,462,333,142,148,74
67,67,2822,Tangarapali,374,5116,2618,2498,445,501,534,496,481,446,387,383,336,293,219,172,156,103,74,32,33,16
68,68,2823,Lathikata,374,21727,11216,10511,1893,2128,2267,2108,2044,1897,1646,1627,1430,1245,934,731,666,440,317,136,141,71
69,69,2824,Chandiposh,374,19119,9534,9585,1665,1872,1995,1855,1799,1669,1448,1431,1258,1096,822,643,586,387,279,119,124,62
70,70,2825,Kamarposh Balang,374,37475,18775,18700,3265,3671,3911,3636,3526,3272,2839,2806,2466,2148,1611,1261,1149,759,547,234,243,122
71,71,2826,Koida,374,35699,18197,17502,3110,3497,3726,3463,3359,3117,2705,2673,2349,2046,1535,1201,1095,723,521,223,232,116
72,72,2827,Lahunipara,374,68070,33879,34191,5931,6668,7105,6604,6405,5944,5157,5098,4480,3902,2927,2290,2088,1380,994,426,442,222
73,73,2828,Gurundia,374,30830,15232,15598,2686,3020,3218,2991,2901,2692,2336,2309,2029,1767,1325,1037,945,625,450,193,200,100
74,74,2829,Tikaetpali,374,20628,10192,10436,1797,2020,2153,2001,1941,1801,1563,1545,1357,1182,887,694,632,418,301,129,134,67
75,75,2830,Banei,374,54046,26829,27217,4709,5294,5641,5243,5085,4719,4095,4047,3557,3098,2324,1818,1658,1095,789,338,351,176
76,76,2831,Mahulapada,374,16782,8542,8240,1462,1643,1751,1628,1579,1465,1271,1256,1104,962,721,564,514,340,245,105,109,54
77,77,2832,Raurkela (M),374,279869,147870,131999,24386,27415,29213,27154,26335,24439,21206,20961,18421,16045,12034,9417,8586,5674,4087,1753,1819,915
78,78,2833,Raurkela (ITS)P.S.,374,189246,98726,90520,16490,18538,19753,18361,17807,16525,14339,14174,12456,10849,8137,6368,5806,3836,2763,1185,1230,618
79,79,2834,Barbil,375,72935,38088,34847,7283,7886,7567,6568,6524,6224,5347,5141,4613,4041,3145,2471,2373,1446,1062,461,483,290
80,80,2835,Bolani,375,17332,8933,8399,1730,1874,1798,1560,1550,1479,1270,1221,1096,960,747,587,564,343,252,109,115,69
81,81,2836,Rugudi,375,14356,7635,6721,1433,1552,1489,1292,1284,1225,1052,1011,908,795,619,486,467,284,209,90,95,57
82,82,2837,Joda,375,63024,32162,30862,6293,6814,6539,5675,5638,5378,4621,4442,3986,3491,2718,2136,2051,1249,918,398,418,251
83,83,2838,Bamebari ,375,48783,24945,23838,4871,5274,5061,4393,4364,4163,3576,3438,3085,2702,2104,1653,1587,967,710,308,323,194
84,84,2839,Champua,375,84194,42268,41926,8407,9103,8735,7582,7532,7185,6173,5934,5325,4664,3631,2853,2740,1669,1226,532,558,335
85,85,2840,Jhumpura,375,40690,20413,20277,4063,4399,4221,3664,3640,3472,2983,2868,2573,2254,1755,1379,1324,806,592,257,269,162
86,86,2841,Baria,375,63862,31485,32377,6377,6905,6626,5751,5713,5450,4682,4501,4039,3538,2754,2164,2078,1266,930,403,423,254
87,87,2842,Turumunga,375,59470,29514,29956,5938,6430,6170,5355,5320,5075,4360,4192,3761,3294,2565,2015,1935,1179,866,376,394,237
88,88,2843,Patana,375,90875,44833,46042,9074,9825,9429,8183,8129,7756,6663,6405,5748,5034,3919,3079,2957,1802,1323,574,602,362
89,89,2844,Kendujhar Sadar,375,136468,67862,68606,13627,14755,14159,12289,12208,11647,10006,9619,8632,7561,5886,4625,4441,2706,1988,863,905,544
90,90,2845,Kendujhar Town,375,85722,44151,41571,8560,9268,8894,7719,7668,7316,6285,6042,5422,4749,3697,2905,2790,1699,1248,542,568,341
91,91,2846,Nayakote,375,39927,19633,20294,3987,4317,4142,3595,3571,3407,2927,2814,2525,2212,1722,1353,1299,791,581,252,264,159
92,92,2847,Kanjipani,375,18848,9315,9533,1882,2037,1955,1697,1686,1608,1381,1328,1192,1044,812,638,613,373,274,119,125,75
93,93,2848,Telkoi,375,82981,41293,41688,8286,8972,8610,7472,7423,7082,6084,5849,5248,4597,3579,2812,2700,1645,1208,524,550,330
94,94,2849,Pandapara,375,54884,27419,27465,5480,5934,5694,4942,4910,4684,4024,3868,3471,3040,2367,1860,1786,1088,799,347,364,218
95,95,2850,Ghatgaon,375,92854,46355,46499,9272,10039,9634,8361,8306,7924,6808,6545,5873,5144,4005,3147,3022,1841,1352,587,616,370
96,96,2851,Harichandanpur,375,69971,35061,34910,6987,7565,7260,6301,6259,5971,5130,4932,4426,3876,3018,2371,2277,1387,1019,442,464,278
97,97,2852,Daitari,375,23902,12090,11812,2386,2584,2480,2152,2138,2039,1752,1684,1511,1324,1030,810,777,473,348,151,158,95
98,98,2853,Ghasipura,375,97738,49260,48478,9759,10567,10141,8801,8743,8341,7166,6889,6182,5415,4215,3312,3181,1938,1423,618,648,389
99,99,2854,Anandapur,375,107689,54351,53338,10753,11643,11173,9697,9634,9191,7895,7591,6811,5966,4644,3649,3505,2135,1568,681,714,429
100,100,2855,Soso,375,55695,27970,27725,5561,6021,5778,5015,4982,4753,4083,3925,3522,3085,2402,1887,1812,1104,811,352,369,222
101,101,2856,Nandipada,375,71558,36301,35257,7145,7737,7424,6444,6401,6107,5246,5044,4526,3964,3086,2425,2329,1419,1042,452,474,285
102,102,2857,Sainkul,375,68221,34520,33701,6812,7376,7078,6143,6103,5822,5002,4808,4315,3779,2942,2312,2220,1352,993,431,452,272
103,103,2858,Tiring,376,88697,43976,44721,8359,9974,10080,8090,7469,7057,6048,6158,5649,5029,3971,3109,2988,1897,1378,608,621,204
104,104,2859,Bahalda,376,46971,23294,23677,4426,5282,5338,4284,3955,3737,3203,3261,2991,2663,2102,1646,1582,1004,730,322,329,108
105,105,2860,Jamda,376,43071,20736,22335,4059,4843,4894,3928,3627,3427,2937,2990,2743,2442,1928,1510,1451,921,669,295,301,99
106,106,2861,Rairangpur Town,376,44824,22336,22488,4224,5040,5094,4088,3775,3566,3056,3112,2854,2541,2006,1571,1510,958,696,307,314,103
107,107,2862,Gorumahisani,376,42049,20459,21590,3962,4728,4778,3835,3541,3345,2867,2919,2678,2384,1882,1474,1416,899,653,288,294,96
108,108,2863,Jharpokharia,376,88059,44488,43571,8298,9903,10007,8031,7416,7006,6004,6114,5608,4992,3942,3087,2967,1883,1368,603,617,202
109,109,2864,Bisoi,376,65209,31792,33417,6145,7333,7410,5947,5491,5188,4446,4527,4153,3697,2919,2286,2197,1394,1013,447,457,150
110,110,2865,Rairangpur,376,72112,35582,36530,6796,8109,8195,6577,6073,5737,4917,5007,4592,4088,3228,2528,2430,1542,1120,494,505,165
111,111,2866,Badampahar,376,56377,27404,28973,5313,6340,6407,5142,4748,4485,3844,3914,3590,3196,2524,1976,1899,1205,876,386,395,129
112,112,2867,Jashipur,376,106798,52614,54184,10064,12010,12137,9741,8994,8497,7282,7415,6802,6055,4781,3744,3598,2284,1659,732,748,245
113,113,2868,Raruan,376,69012,34183,34829,6503,7761,7842,6294,5812,5491,4706,4791,4395,3912,3089,2419,2325,1476,1072,473,483,158
114,114,2869,Ghagarbeda ,376,25501,12718,12783,2403,2867,2898,2325,2147,2029,1738,1770,1624,1445,1141,894,859,545,396,174,178,58
115,115,2870,Karanjia,376,100933,49983,50950,9512,11351,11470,9206,8500,8031,6882,7008,6428,5722,4518,3538,3401,2158,1568,692,707,232
116,116,2871,Thakurmunda,376,51083,24938,26145,4814,5744,5805,4659,4302,4064,3483,3546,3253,2896,2287,1791,1721,1092,793,350,358,117
117,117,2872,Baripada Sadar,376,76850,38544,38306,7242,8642,8733,7009,6472,6114,5240,5336,4894,4357,3440,2694,2589,1643,1194,527,538,176
118,118,2873,Baripada Town,376,4543,2289,2254,428,510,516,414,382,361,309,315,289,257,203,159,153,97,70,31,31,10
119,119,2874,Koliana,376,73072,36404,36668,6886,8217,8304,6664,6154,5814,4982,5073,4654,4143,3271,2562,2462,1562,1135,501,512,168
120,120,2875,Bangiriposi,376,92567,46209,46358,8723,10410,10519,8443,7795,7365,6312,6427,5895,5248,4144,3245,3119,1979,1438,634,648,212
121,121,2876,Chandua,376,55936,28405,27531,5271,6290,6356,5101,4710,4450,3814,3883,3562,3171,2504,1961,1884,1196,869,383,392,128
122,122,2877,Suliapada,376,76200,38153,38047,7181,8569,8659,6950,6417,6063,5196,5290,4853,4320,3411,2671,2567,1629,1184,522,534,175
123,123,2878,Muruda,376,68243,33902,34341,6431,7674,7755,6224,5747,5430,4653,4738,4346,3869,3055,2392,2299,1459,1060,468,478,157
124,124,2879,Rasagobindapur,376,85176,43068,42108,8027,9579,9679,7768,7173,6777,5808,5914,5424,4829,3813,2986,2870,1821,1323,584,597,195
125,125,2880,Baisinga,376,107686,54128,53558,10148,12110,12238,9822,9069,8568,7343,7477,6858,6105,4821,3775,3628,2303,1673,738,754,247
126,126,2881,Betanati,376,79122,39849,39273,7456,8898,8991,7216,6663,6295,5395,5493,5039,4486,3542,2774,2666,1692,1229,542,554,182
127,127,2882,Barsahi,376,116990,58929,58061,11025,13156,13295,10670,9852,9308,7977,8123,7451,6633,5237,4101,3942,2502,1818,802,820,269
128,128,2883,Khunta,376,109080,53932,55148,10280,12267,12396,9949,9186,8679,7438,7573,6947,6184,4883,3824,3675,2333,1695,748,764,250
129,129,2884,Udala,376,97157,48479,48678,9156,10926,11041,8861,8182,7730,6625,6746,6188,5508,4349,3406,3274,2078,1510,666,681,223
130,130,2885,Kaptipada,376,67440,33979,33461,6355,7584,7664,6151,5679,5366,4598,4682,4295,3823,3019,2364,2272,1442,1048,462,472,155
131,131,2886,Sharata,376,68271,34078,34193,6434,7677,7758,6227,5749,5432,4655,4740,4348,3870,3056,2393,2300,1460,1061,468,478,157
132,132,2887,Mahuldiha,376,41300,20258,21042,3892,4644,4693,3766,3478,3286,2816,2867,2630,2341,1849,1448,1391,883,641,283,289,95
133,133,2888,Baripada (M),376,103109,53376,49733,9717,11595,11717,9404,8683,8204,7031,7159,6567,5846,4616,3615,3474,2205,1602,707,722,237
134,134,2889,Raibania ,377,70206,35489,34717,5973,6894,7365,6496,6349,6367,5412,5169,4403,3850,3036,2331,2223,1592,1264,655,713,106
135,135,2890,Jaleswar ,377,130140,66980,63160,11073,12780,13652,12041,11769,11803,10032,9582,8162,7137,5627,4322,4122,2951,2344,1214,1322,197
136,136,2891,Bhograi,377,164505,84978,79527,13998,16155,17257,15221,14877,14919,12681,12113,10318,9021,7114,5463,5210,3731,2963,1535,1671,249
137,137,2892,Kamarda,377,83894,43475,40419,7138,8238,8801,7762,7587,7608,6467,6177,5262,4600,3628,2786,2657,1902,1511,783,852,127
138,138,2893,Baliapal ,377,148277,75783,72494,12617,14561,15555,13719,13409,13448,11430,10918,9300,8131,6412,4924,4696,3363,2671,1384,1506,224
139,139,2894,Singla ,377,117061,60273,56788,9960,11496,12280,10831,10586,10616,9024,8619,7342,6419,5062,3887,3708,2655,2108,1092,1189,177
140,140,2895,Basta ,377,132535,68189,64346,11277,13015,13903,12263,11986,12020,10216,9759,8313,7268,5731,4401,4198,3006,2387,1237,1346,200
141,141,2896,Rupsa ,377,21975,11197,10778,1869,2158,2305,2033,1987,1993,1694,1618,1378,1205,950,729,696,498,395,205,223,33
142,142,2897,Baleshwar Sadar,377,156245,80325,75920,13295,15344,16391,14457,14130,14170,12044,11505,9800,8568,6756,5189,4949,3544,2814,1458,1587,236
143,143,2898,Sahadevkhunta,377,8927,4624,4303,759,876,936,825,807,809,688,657,559,489,386,296,282,202,160,83,90,13
144,144,2899,Chandipur ,377,35410,18108,17302,3013,3477,3714,3276,3202,3211,2729,2607,2221,1941,1531,1176,1121,803,637,330,359,53
145,145,2900,Balaramgadi Marine ,377,4568,2328,2240,388,448,479,422,413,414,352,336,286,250,197,151,144,103,82,42,46,6
146,146,2901,Bampada ,377,9847,5101,4746,837,967,1033,911,890,893,759,725,617,540,425,327,311,223,177,91,100,14
147,147,2902,Remuna ,377,79974,40709,39265,6805,7854,8389,7399,7232,7253,6165,5888,5016,4385,3458,2656,2533,1813,1440,746,812,121
148,148,2903,Nilagiri ,377,115307,58475,56832,9811,11323,12096,10669,10427,10457,8888,8490,7232,6323,4986,3829,3652,2615,2077,1076,1171,174
149,149,2904,Berhampur ,377,50264,25139,25125,4277,4936,5273,4650,4545,4558,3874,3701,3152,2756,2173,1669,1592,1140,905,469,510,76
150,150,2905,Oupada  ,377,34687,17226,17461,2951,3406,3638,3209,3136,3145,2673,2554,2175,1902,1500,1152,1098,786,624,323,352,52
151,151,2906,Khaira  ,377,121946,60546,61400,10376,11975,12793,11283,11028,11060,9400,8979,7649,6687,5273,4050,3862,2766,2196,1138,1239,184
152,152,2907,Soro,377,271769,139869,131900,23125,26689,28510,25146,24577,24648,20950,20011,17046,14904,11752,9026,8608,6164,4895,2536,2761,411
153,153,2908,Similia ,377,141005,71379,69626,11998,13847,14792,13046,12752,12788,10869,10382,8844,7733,6097,4683,4466,3198,2540,1316,1432,213
154,154,2909,Baleshwar (M),377,125955,64316,61639,10717,12369,13213,11654,11390,11423,9709,9274,7900,6907,5446,4183,3989,2856,2269,1175,1279,190
155,155,2910,Agarpada ,378,51565,26027,25538,4378,4790,5561,5049,4807,4464,3808,3638,3207,2820,2297,1719,1573,1153,1062,534,576,121
156,156,2911,Bant ,378,56191,28410,27781,4771,5220,6060,5502,5238,4864,4149,3964,3495,3073,2503,1873,1714,1256,1157,582,628,132
157,157,2912,Bhandari Pokhari ,378,97776,49026,48750,8302,9083,10544,9574,9115,8464,7221,6899,6081,5348,4356,3260,2983,2186,2014,1014,1093,231
158,158,2913,Dhamanagar,378,105706,53221,52485,8975,9820,11400,10351,9854,9151,7806,7458,6574,5782,4709,3524,3225,2363,2178,1096,1181,249
159,159,2914,Bhadrak Rural ,378,314714,160550,154164,26723,29238,33940,30818,29340,27245,23242,22206,19574,17215,14021,10493,9602,7037,6485,3264,3518,744
160,160,2915,Basudebpur ,378,143004,71084,71920,12143,13285,15422,14003,13332,12380,10561,10090,8894,7822,6371,4768,4363,3197,2946,1483,1598,338
161,161,2916,Naikanidihi ,378,80829,40982,39847,6863,7509,8717,7915,7535,6997,5969,5703,5027,4421,3601,2695,2466,1807,1665,838,903,191
162,162,2917,Tihidi ,378,172660,86481,86179,14661,16041,18620,16907,16096,14947,12751,12182,10739,9444,7692,5757,5267,3860,3557,1791,1930,408
163,163,2918,Dhusuri ,378,107928,54433,53495,9164,10027,11639,10568,10061,9343,7970,7615,6713,5903,4808,3598,3292,2413,2223,1119,1206,255
164,164,2919,Chandabali ,378,89343,44976,44367,7586,8300,9635,8748,8329,7734,6598,6304,5557,4887,3980,2978,2725,1997,1841,926,998,211
165,165,2920,Bansada ,378,110419,56093,54326,9376,10258,11908,10812,10294,9559,8154,7791,6867,6040,4919,3681,3368,2469,2275,1145,1234,261
166,166,2921,Dhamara Marine,378,3608,1864,1744,306,335,389,353,336,312,266,254,224,197,160,120,110,80,74,37,40,8
167,167,2922,Rajkanika ,379,127281,60964,66317,9936,10908,12924,11973,11520,10893,9239,8883,7909,7066,5878,4865,4728,3514,3135,1801,1781,320
168,168,2923,Rajnagar ,379,147749,74547,73202,11533,12662,15003,13899,13373,12644,10725,10311,9180,8203,6824,5647,5489,4079,3639,2091,2068,371
169,169,2924,Jamboo Marine  ,379,26658,13927,12731,2081,2284,2706,2507,2412,2281,1935,1860,1656,1480,1231,1018,990,736,656,377,373,67
170,170,2925,Aali ,379,124563,58310,66253,9723,10675,12648,11718,11274,10660,9042,8693,7740,6916,5753,4761,4627,3439,3068,1763,1743,313
171,171,2926,Pattamundai ,379,198020,97225,100795,15458,16970,20107,18628,17923,16947,14374,13820,12304,10994,9146,7569,7356,5467,4877,2802,2771,498
172,172,2927,Kendrapara,379,42490,21886,20604,3316,3641,4314,3997,3845,3636,3084,2965,2640,2359,1962,1624,1578,1173,1046,601,594,106
173,173,2928,Kendrapara Sadar  ,379,143713,73011,70702,11218,12316,14593,13519,13007,12299,10432,10030,8930,7979,6637,5493,5339,3968,3539,2034,2011,361
174,174,2929,Nikirai ,379,61419,30666,30753,4794,5263,6236,5777,5559,5256,4458,4286,3816,3410,2836,2347,2281,1695,1512,869,859,154
175,175,2930,Derabish ,379,59578,30362,29216,4650,5105,6049,5604,5392,5098,4324,4158,3702,3307,2751,2277,2213,1645,1467,843,833,149
176,176,2931,Patkura ,379,160290,81401,78889,12512,13737,16276,15079,14508,13718,11635,11187,9960,8899,7403,6126,5954,4426,3948,2268,2243,403
177,177,2932,Marsaghai ,379,97773,49992,47781,7632,8379,9928,9197,8849,8367,7097,6823,6075,5428,4516,3737,3632,2699,2408,1383,1368,246
178,178,2933,Mahakalapada ,379,112465,56566,55899,8779,9638,11420,10579,10179,9625,8163,7849,6988,6244,5194,4298,4178,3105,2770,1591,1574,282
179,179,2934,Paradip ,380,66637,36305,30332,4521,5009,5988,5940,6184,6225,5197,4952,4500,3937,3316,2711,2504,1800,1681,959,1018,186
180,180,2935,Paradeep Lock ,380,36990,18900,18090,2509,2780,3324,3297,3433,3455,2885,2749,2498,2185,1841,1505,1390,999,933,532,565,103
181,181,2936,Kujang ,380,101341,51739,49602,6876,7618,9106,9034,9406,9467,7904,7531,6844,5987,5044,4123,3809,2738,2557,1458,1549,282
182,182,2937,Abhyachandpur  ,380,21941,11233,10708,1488,1649,1971,1956,2036,2049,1711,1630,1481,1296,1092,892,824,592,553,315,335,61
183,183,2938,Ersama ,380,99436,49819,49617,6746,7475,8935,8864,9229,9289,7755,7390,6715,5875,4949,4045,3737,2687,2509,1431,1519,277
