,Unnamed: 0,Subdistcode,Subdistrict,Districtcode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
378,374,3128,Manamunda,391,76545,38293,38252,7623,7917,9078,7033,6270,6055,5390,5417,4617,3933,3121,2716,2938,1790,1341,542,569,187
379,375,3129,Baunsuni ,391,31573,15868,15705,3144,3265,3744,2901,2586,2497,2223,2234,1904,1622,1287,1120,1211,738,553,223,235,77
380,376,3130,Baudh Sadar ,391,99008,50085,48923,9861,10240,11742,9097,8110,7832,6972,7007,5971,5087,4038,3513,3800,2316,1735,701,737,241
381,377,3131,Puruna Katak ,391,26579,13119,13460,2647,2749,3152,2442,2177,2102,1871,1881,1603,1365,1084,943,1020,621,465,188,197,64
382,378,3132,Harbhanga ,391,28355,14432,13923,2824,2932,3362,2605,2322,2243,1996,2007,1710,1457,1156,1006,1088,663,497,200,211,69
383,379,3133,Dunguripali ,392,90617,46261,44356,7947,7914,9347,9598,8421,7495,6463,6282,5452,4635,3859,3352,3674,2478,1802,768,911,209
384,380,3134,Rampur ,392,33842,17484,16358,2967,2955,3491,3584,3145,2799,2413,2346,2036,1731,1441,1251,1372,925,673,287,340,78
385,381,3135,Binika,392,75675,38818,36857,6636,6609,7806,8015,7032,6259,5397,5246,4553,3871,3223,2799,3068,2069,1505,642,760,175
386,382,3136,Ulunda,392,32309,16402,15907,2833,2821,3332,3422,3002,2672,2304,2240,1944,1652,1376,1195,1310,883,642,274,324,74
387,383,3137,Biramaharajpur,392,78626,40152,38474,6895,6867,8110,8328,7306,6503,5608,5451,4731,4021,3349,2908,3188,2150,1564,667,790,181
388,384,3138,Subalaya,392,34115,17478,16637,2991,2979,3519,3613,3170,2821,2433,2365,2052,1745,1453,1262,1383,933,678,289,343,78
389,385,3139,Sonapur,392,47343,24207,23136,4151,4135,4883,5014,4399,3916,3376,3282,2848,2421,2016,1751,1919,1294,941,401,476,109
390,386,3140,Tarbha,392,85315,42987,42328,7482,7451,8800,9036,7928,7056,6085,5915,5133,4364,3634,3156,3459,2333,1697,723,857,197
391,387,3141,Loisinga ,393,114227,57558,56669,10607,10809,11653,10910,9697,8943,8111,8092,7292,6291,5069,4276,4621,3081,2304,1002,1178,282
392,388,3142,Balangir,393,244410,124502,119908,22696,23129,24935,23345,20749,19136,17356,17314,15602,13461,10846,9150,9889,6593,4930,2145,2521,605
393,389,3143,Tushura,393,138261,69458,68803,12839,13084,14105,13206,11737,10825,9818,9794,8826,7615,6135,5176,5594,3729,2789,1213,1426,342
394,390,3144,Patnagarh,393,125780,63251,62529,11680,11902,12832,12014,10678,9848,8931,8910,8029,6927,5581,4709,5089,3393,2537,1104,1297,311
395,391,3145,Khaprakhol ,393,67116,33171,33945,6232,6351,6847,6410,5697,5254,4766,4754,4284,3696,2978,2512,2715,1810,1354,589,692,166
396,392,3146,Turekela ,393,39171,19423,19748,3637,3706,3996,3741,3325,3066,2781,2774,2500,2157,1738,1466,1584,1056,790,343,404,97
397,393,3147,Belpara ,393,86782,43404,43378,8058,8212,8853,8289,7367,6794,6162,6147,5540,4779,3851,3248,3511,2341,1750,761,895,214
398,394,3148,Saintala,393,111332,56110,55222,10338,10535,11358,10634,9451,8716,7905,7887,7107,6131,4940,4168,4504,3003,2246,977,1148,275
399,395,3149,Kantabanji,393,53887,27113,26774,5004,5099,5497,5147,4574,4219,3826,3817,3440,2967,2391,2017,2180,1453,1087,473,555,133
400,396,3150,Bangomunda,393,55728,28124,27604,5175,5273,5685,5322,4731,4363,3957,3947,3557,3069,2473,2086,2254,1503,1124,489,574,138
401,397,3151,Sindhekela ,393,73810,37077,36733,6854,6984,7530,7050,6266,5778,5241,5228,4711,4065,3275,2763,2986,1991,1489,647,761,182
402,398,3152,Titlagarh ,393,121695,61083,60612,11300,11516,12415,11623,10331,9528,8641,8621,7768,6702,5400,4556,4923,3282,2455,1068,1255,301
403,399,3153,Jonk,394,58118,28751,29367,5912,6210,6495,5122,4642,4378,3996,3892,3537,3110,2469,2079,2558,1534,1065,454,532,123
404,400,3154,Nuapada,394,76652,37809,38843,7797,8190,8566,6755,6123,5775,5271,5133,4666,4102,3256,2743,3374,2023,1405,599,701,163
405,401,3155,Komna,394,97873,48207,49666,9956,10458,10938,8626,7818,7374,6730,6554,5957,5238,4158,3502,4309,2583,1794,765,896,208
406,402,3156,Khariar,394,97590,48692,48898,9927,10428,10906,8601,7795,7352,6711,6535,5940,5223,4146,3492,4296,2576,1789,763,893,208
407,403,3157,Boden,394,58990,28913,30077,6000,6303,6592,5199,4712,4444,4056,3950,3590,3157,2506,2111,2597,1557,1081,461,540,125
408,404,3158,Sinapali,394,80409,39958,40451,8179,8592,8986,7086,6423,6058,5529,5384,4894,4304,3416,2877,3540,2122,1474,629,736,171
409,405,3159,Kesinga,395,101470,51135,50335,9971,10878,11265,8844,7974,7702,7251,7364,6519,5618,4463,3639,3875,2432,1755,756,807,347
410,406,3160,Madanpur Rampur ,395,99013,49563,49450,9729,10615,10992,8630,7781,7516,7076,7186,6361,5482,4355,3551,3782,2374,1712,737,787,338
411,407,3161,Narala ,395,78597,39332,39265,7723,8426,8726,6850,6177,5966,5617,5704,5050,4352,3457,2818,3002,1884,1359,585,625,269
412,408,3162,Lanjigarh  ,395,34059,16907,17152,3346,3651,3781,2968,2676,2585,2434,2472,2188,1885,1498,1221,1300,816,589,253,270,116
413,409,3163,Biswanathpur ,395,16792,8157,8635,1650,1800,1864,1463,1319,1274,1200,1218,1078,929,738,602,641,402,290,125,133,57
414,410,3164,Sadar,395,157337,79328,78009,15461,16868,17468,13713,12365,11943,11244,11419,10109,8712,6921,5642,6009,3772,2721,1172,1251,538
415,411,3165,Kegaon ,395,73694,36890,36804,7241,7900,8181,6423,5791,5594,5266,5348,4734,4080,3241,2642,2814,1766,1274,549,586,252
416,412,3166,Junagarh,395,130386,65102,65284,12812,13978,14475,11364,10247,9897,9318,9463,8377,7219,5735,4676,4980,3126,2255,971,1037,446
417,413,3167,Golamunda,395,56141,28165,27976,5516,6018,6232,4893,4412,4261,4012,4074,3607,3108,2469,2013,2144,1346,971,418,446,192
418,414,3168,Dharamgarh,395,77600,39074,38526,7625,8319,8615,6763,6098,5890,5545,5632,4985,4296,3413,2783,2964,1860,1342,578,617,265
419,415,3169,Kokasara ,395,113943,56337,57606,11197,12215,12650,9931,8955,8649,8143,8270,7321,6309,5012,4086,4352,2732,1971,849,906,390
420,416,3170,Jayapatna,395,136953,67618,69335,13458,14682,15205,11937,10763,10396,9787,9940,8799,7583,6024,4911,5231,3283,2369,1020,1089,468
421,417,3171,Thuamul Rampur ,395,55872,27356,28516,5490,5990,6203,4869,4391,4241,3992,4055,3589,3093,2457,2003,2134,1339,966,416,444,191
422,418,3172,Ambadala ,396,40608,20263,20345,4180,5272,4553,3633,3377,3213,2763,2814,2553,2178,1659,1202,1328,859,515,165,177,157
423,419,3173,Muniguda,396,41143,20120,21023,4236,5341,4613,3680,3422,3255,2800,2851,2587,2207,1681,1218,1345,870,522,167,180,159
424,420,3174,Chandrapur,396,21566,10754,10812,2220,2800,2418,1929,1793,1706,1467,1494,1356,1157,881,638,705,456,273,87,94,83
425,421,3175,Bishamakatak,396,65474,31235,34239,6741,8500,7342,5857,5446,5180,4456,4538,4117,3513,2676,1938,2141,1385,831,266,286,253
426,422,3176,Kalyanasingpur ,396,49185,23190,25995,5064,6385,5515,4400,4091,3891,3347,3409,3092,2639,2010,1456,1608,1040,624,200,215,190
427,423,3177,Kashipur ,396,52547,25370,27177,5410,6822,5892,4701,4371,4157,3576,3642,3304,2819,2147,1555,1718,1111,667,213,230,203
428,424,3178,Andirakanch ,396,11365,5548,5817,1170,1475,1274,1016,945,899,773,787,714,609,464,336,371,240,144,46,49,44
429,425,3179,Tikiri ,396,26352,13017,13335,2713,3421,2955,2357,2192,2085,1793,1826,1657,1413,1077,780,861,557,334,107,115,102
430,426,3180,Doraguda ,396,14492,6932,7560,1492,1881,1625,1296,1205,1146,986,1004,911,777,592,429,473,306,184,59,63,56
431,427,3181,Rayagada ,396,165756,81430,84326,17066,21520,18588,14829,13788,13115,11281,11489,10422,8893,6774,4907,5420,3506,2105,674,725,642
432,428,3182,Seskhal ,396,35447,16815,18632,3649,4602,3975,3171,2948,2804,2412,2456,2228,1901,1448,1049,1159,749,450,144,155,137
433,429,3183,Gunupur,396,85557,41867,43690,8808,11108,9594,7654,7116,6769,5823,5930,5379,4590,3496,2533,2798,1810,1086,348,374,331
434,430,3184,Gudari ,396,48810,24040,24770,5025,6337,5473,4366,4060,3862,3322,3383,3069,2618,1994,1445,1596,1032,620,198,213,189
435,431,3185,Padmapur,396,33356,16510,16846,3434,4330,3740,2984,2774,2639,2270,2312,2097,1789,1363,987,1090,705,423,135,146,129
436,432,3186,Puttasing ,396,29341,14464,14877,3020,3809,3290,2625,2440,2321,1997,2033,1844,1574,1199,868,959,620,372,119,128,113
437,433,3187,Raighar ,397,93288,46695,46593,10929,12170,10887,8044,7482,7422,6332,6335,5341,4725,3522,2749,2866,1849,1209,452,473,491
438,434,3188,Kundei ,397,34930,17565,17365,4092,4557,4076,3012,2801,2779,2370,2372,1999,1769,1318,1029,1073,692,452,169,177,183
439,435,3189,Umarkote,397,143919,71809,72110,16862,18776,16796,12411,11542,11451,9768,9774,8240,7290,5434,4241,4422,2853,1865,698,730,757
440,436,3190,Chandahandi ,397,51663,25470,26193,6053,6740,6029,4455,4143,4110,3506,3508,2957,2617,1950,1522,1587,1024,669,250,262,271
441,437,3191,Jharigan,397,57987,28589,29398,6793,7565,6767,5000,4650,4614,3935,3938,3320,2937,2189,1709,1781,1149,751,281,294,305
442,438,3192,Dabugan,397,108550,53472,55078,12718,14162,12668,9361,8706,8637,7368,7372,6215,5498,4098,3199,3335,2152,1407,526,551,571
443,439,3193,Paparahandi,397,69649,34331,35318,8160,9086,8128,6006,5586,5541,4727,4730,3987,3528,2630,2052,2140,1381,902,337,353,366
444,440,3194,Kodinga,397,74032,36685,37347,8673,9658,8640,6384,5937,5890,5025,5028,4238,3750,2795,2181,2274,1467,959,359,375,389
445,441,3195,Kosagumuda ,397,65085,32112,32973,7625,8491,7596,5612,5220,5178,4417,4420,3726,3296,2457,1918,1999,1290,843,315,330,342
446,442,3196,Nabarangapur P.S,397,83103,41163,41940,9736,10842,9698,7166,6665,6612,5640,5644,4758,4209,3138,2449,2553,1647,1077,403,421,437
447,443,3197,Tentulikhunti ,397,49122,24099,25023,5755,6408,5733,4236,3939,3908,3334,3336,2812,2488,1854,1447,1509,974,636,238,249,258
448,444,3198,Khatiguda,397,21615,10523,11092,2532,2820,2522,1864,1733,1719,1467,1468,1237,1094,816,637,664,428,280,104,109,113
449,445,3199,Kotpad ,398,90451,44638,45813,10088,11572,9801,7680,7436,7088,6121,6209,5619,4917,3641,2812,3257,2007,1119,382,363,331
450,446,3200,Boriguma ,398,73555,36183,37372,8203,9410,7970,6245,6047,5764,4978,5049,4569,3998,2961,2287,2648,1632,910,310,295,269
451,447,3201,Bhairabsingipur ,398,52671,25694,26977,5874,6738,5707,4472,4330,4127,3564,3615,3272,2863,2120,1637,1896,1168,652,222,211,193
452,448,3202,Dasamantapur,398,37948,18521,19427,4232,4855,4112,3222,3119,2973,2568,2605,2357,2063,1527,1180,1366,842,469,160,152,139
453,449,3203,Lakshmipur,398,30091,14836,15255,3356,3849,3260,2555,2473,2358,2036,2065,1869,1635,1211,935,1083,667,372,127,120,110
454,450,3204,Narayanpatana ,398,32592,15949,16643,3635,4169,3531,2767,2679,2554,2205,2237,2024,1771,1312,1013,1173,723,403,137,130,119
455,451,3205,Bandhugaon ,398,44110,21286,22824,4919,5643,4779,3745,3626,3456,2985,3028,2740,2398,1776,1371,1588,978,546,186,177,161
456,452,3206,Kakiriguma ,398,18945,9118,9827,2112,2423,2052,1608,1557,1484,1282,1300,1176,1029,762,589,682,420,234,80,76,69
457,453,3207,Koraput ,398,51006,24594,26412,5688,6525,5527,4330,4193,3997,3452,3501,3168,2772,2053,1586,1836,1131,631,215,204,187
458,454,3208,Koraput Town ,398,41012,20976,20036,4574,5247,4444,3482,3371,3213,2775,2815,2547,2229,1651,1275,1476,910,507,173,164,150
459,455,3209,Jeypore ,398,136059,67562,68497,15174,17407,14743,11552,11186,10662,9208,9340,8452,7396,5478,4230,4899,3019,1684,575,546,499
460,456,3210,Kundura,398,42662,20815,21847,4758,5458,4622,3622,3507,3343,2887,2928,2650,2319,1717,1326,1536,946,528,180,171,156
461,457,3211,Boipariguda ,398,93747,45794,47953,10455,11993,10158,7960,7707,7346,6344,6435,5823,5096,3774,2915,3376,2080,1160,396,376,343
462,458,3212,Machh kund ,398,30764,15007,15757,3431,3935,3333,2612,2529,2410,2082,2111,1911,1672,1238,956,1107,682,380,130,123,112
463,459,3213,Padua ,398,40809,19778,21031,4551,5221,4422,3465,3355,3198,2761,2801,2535,2218,1643,1268,1469,905,505,172,163,149
464,460,3214,Nandapur,398,54286,26419,27867,6054,6945,5882,4609,4463,4254,3674,3726,3372,2951,2185,1688,1954,1204,672,229,218,199
465,461,3215,Similiguda ,398,16639,8061,8578,1855,2128,1803,1412,1367,1303,1126,1142,1033,904,669,517,599,369,206,70,66,61
466,462,3216,Sunabeda,398,49114,25211,23903,5477,6283,5322,4170,4037,3848,3324,3371,3051,2670,1977,1527,1768,1089,608,207,197,180
467,463,3217,Damonjodi,398,22012,11179,10833,2455,2816,2385,1869,1809,1725,1489,1511,1367,1196,886,684,792,488,272,93,88,80
468,464,3218,Pottangi ,398,65916,32442,33474,7351,8433,7142,5596,5419,5165,4461,4525,4094,3583,2653,2049,2373,1462,816,278,264,241
469,465,3219,Kotiya ,398,7526,3646,3880,839,962,815,639,618,589,509,516,467,409,303,234,271,166,93,31,30,27
470,466,3220,Malkangiri,399,128465,64060,64405,15660,17750,14611,10770,10566,10652,8766,8435,7394,6064,4429,3278,4266,2661,1625,560,626,343
471,467,3221,Mathili ,399,60886,30153,30733,7422,8412,6925,5104,5007,5048,4154,3998,3504,2874,2099,1553,2022,1261,770,265,296,162
472,468,3222,Mudulipada ,399,21414,10287,11127,2610,2958,2435,1795,1761,1775,1461,1406,1232,1010,738,546,711,443,270,93,104,57
473,469,3223,Chitrakonda,399,24281,11747,12534,2960,3354,2761,2035,1997,2013,1656,1594,1397,1146,837,619,806,503,307,106,118,64
474,470,3224,Paparmetla ,399,11013,5425,5588,1342,1521,1252,923,905,913,751,723,633,519,379,281,365,228,139,48,53,29
475,471,3225,Jodamba,399,10606,5235,5371,1292,1465,1206,889,872,879,723,696,610,500,365,270,352,219,134,46,51,28
476,472,3226,Orkel,399,53931,26365,27566,6574,7451,6134,4521,4435,4471,3680,3541,3104,2546,1859,1376,1791,1117,682,235,263,144
477,473,3227,Kalimela ,399,55542,27716,27826,6770,7674,6317,4656,4568,4605,3790,3647,3197,2622,1914,1417,1844,1150,702,242,270,148
478,474,3228,Podia,399,20437,10151,10286,2491,2823,2324,1713,1680,1694,1394,1342,1176,964,704,521,678,423,258,89,99,54
479,475,3229,M.V. 79,399,31603,15821,15782,3852,4366,3594,2649,2599,2620,2156,2075,1819,1491,1089,806,1049,654,399,137,154,84
480,476,3230,Motu ,399,25218,12583,12635,3074,3484,2868,2114,2074,2091,1720,1655,1451,1190,869,643,837,522,319,110,123,67
