,Unnamed: 0,Statecode,Districtcode,VillageCode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,21,393,4001600,62,28,34,5,5,6,5,5,4,4,4,3,3,2,2,2,1,1,0,0,0
1,1,21,393,4001700,142,70,72,13,13,14,13,12,11,10,10,9,7,6,5,5,3,2,1,1,0
2,2,21,393,4001800,62,29,33,5,5,6,5,5,4,4,4,3,3,2,2,2,1,1,0,0,0
3,3,21,393,4001900,807,400,407,74,76,82,77,68,63,57,57,51,44,35,30,32,21,16,7,8,1
4,4,21,393,4002000,136,71,65,12,12,13,12,11,10,9,9,8,7,6,5,5,3,2,1,1,0
5,5,21,393,4002100,666,307,359,61,63,67,63,56,52,47,47,42,36,29,24,26,17,13,5,6,1
6,6,21,393,4002200,484,240,244,44,45,49,46,41,37,34,34,30,26,21,18,19,13,9,4,4,1
7,7,21,393,4002300,331,154,177,30,31,33,31,28,25,23,23,21,18,14,12,13,8,6,2,3,0
8,8,21,393,4002400,436,223,213,40,41,44,41,37,34,30,30,27,24,19,16,17,11,8,3,4,1
9,9,21,393,4002500,424,215,209,39,40,43,40,35,33,30,30,27,23,18,15,17,11,8,3,4,1
10,10,21,393,4002600,266,143,123,24,25,27,25,22,20,18,18,16,14,11,9,10,7,5,2,2,0
11,11,21,393,4002700,844,413,431,78,79,86,80,71,66,59,59,53,46,37,31,34,22,17,7,8,2
12,12,21,393,4002800,697,335,362,64,65,71,66,59,54,49,49,44,38,30,26,28,18,14,6,7,1
13,13,21,393,4002900,388,181,207,36,36,39,37,32,30,27,27,24,21,17,14,15,10,7,3,4,0
14,14,21,393,4003000,636,319,317,59,60,64,60,53,49,45,45,40,35,28,23,25,17,12,5,6,1
15,15,21,393,4003100,834,408,426,77,78,85,79,70,65,59,59,53,45,37,31,33,22,16,7,8,2
16,16,21,393,4003200,253,127,126,23,23,25,24,21,19,17,17,16,13,11,9,10,6,5,2,2,0
17,17,21,393,4003300,170,78,92,15,16,17,16,14,13,12,12,10,9,7,6,6,4,3,1,1,0
18,18,21,393,4003400,421,203,218,39,39,42,40,35,32,29,29,26,23,18,15,17,11,8,3,4,1
19,19,21,393,4003500,645,328,317,59,61,65,61,54,50,45,45,41,35,28,24,26,17,13,5,6,1
20,20,21,393,4003600,609,301,308,56,57,62,58,51,47,43,43,38,33,27,22,24,16,12,5,6,1
21,21,21,393,4003700,195,93,102,18,18,19,18,16,15,13,13,12,10,8,7,7,5,3,1,2,0
22,22,21,393,4003800,154,70,84,14,14,15,14,13,12,10,10,9,8,6,5,6,4,3,1,1,0
23,23,21,393,4003900,577,294,283,53,54,58,55,48,45,40,40,36,31,25,21,23,15,11,5,5,1
24,24,21,393,4004000,211,111,100,19,19,21,20,17,16,14,14,13,11,9,7,8,5,4,1,2,0
25,25,21,393,4004100,163,77,86,15,15,16,15,13,12,11,11,10,8,7,6,6,4,3,1,1,0
26,26,21,393,4004200,390,188,202,36,36,39,37,33,30,27,27,24,21,17,14,15,10,7,3,4,0
27,27,21,393,4004300,379,187,192,35,35,38,36,32,29,26,26,24,20,16,14,15,10,7,3,3,0
28,28,21,393,4004400,142,65,77,13,13,14,13,12,11,10,10,9,7,6,5,5,3,2,1,1,0
29,29,21,393,4004500,218,98,120,20,20,22,20,18,17,15,15,13,12,9,8,8,5,4,1,2,0
30,30,21,393,4004600,181,86,95,16,17,18,17,15,14,12,12,11,9,8,6,7,4,3,1,1,0
31,31,21,393,4004700,583,285,298,54,55,59,55,49,45,41,41,37,32,25,21,23,15,11,5,6,1
32,32,21,393,4004800,402,210,192,37,38,41,38,34,31,28,28,25,22,17,15,16,10,8,3,4,0
