,Unnamed: 0,Statecode,Districtcode,VillageCode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,21,372,155600,116,60,56,9,9,11,11,11,10,8,8,7,6,5,4,4,2,2,0,1,0
1,1,21,372,155700,370,188,182,29,31,35,36,35,32,27,27,24,21,17,13,13,8,6,3,3,0
2,2,21,372,155800,1872,935,937,147,159,181,184,179,164,141,138,125,110,87,70,67,43,33,15,16,3
3,3,21,372,155900,669,342,327,52,56,64,65,64,58,50,49,44,39,31,25,24,15,12,5,6,1
4,4,21,372,156000,424,205,219,33,36,41,41,40,37,31,31,28,24,19,15,15,9,7,3,3,0
5,5,21,372,156100,381,187,194,30,32,36,37,36,33,28,28,25,22,17,14,13,8,6,3,3,0
6,6,21,372,156200,454,229,225,35,38,44,44,43,39,34,33,30,26,21,17,16,10,8,3,4,0
7,7,21,372,156300,1546,749,797,122,131,149,152,148,135,116,114,103,90,72,58,55,36,27,12,14,3
8,8,21,372,156400,573,268,305,45,48,55,56,55,50,43,42,38,33,26,21,20,13,10,4,5,1
9,9,21,372,156500,225,114,111,17,19,21,22,21,19,16,16,15,13,10,8,8,5,4,1,2,0
10,10,21,372,156600,283,158,125,22,24,27,27,27,24,21,20,18,16,13,10,10,6,5,2,2,0
11,11,21,372,156700,494,255,239,39,41,47,48,47,43,37,36,33,29,23,18,17,11,8,4,4,0
12,12,21,372,156800,104,53,51,8,8,10,10,9,9,7,7,6,6,4,3,3,2,1,0,0,0
13,13,21,372,156900,770,384,386,60,65,74,75,73,67,58,57,51,45,36,28,27,18,13,6,6,1
14,14,21,372,157000,547,258,289,43,46,53,53,52,48,41,40,36,32,25,20,19,12,9,4,4,1
15,15,21,372,157100,899,441,458,71,76,87,88,86,78,67,66,60,52,42,33,32,21,16,7,8,1
16,16,21,372,157200,1593,816,777,125,135,154,157,153,139,120,118,106,93,74,59,57,37,28,13,14,3
17,17,21,372,157300,176,84,92,13,14,17,17,16,15,13,13,11,10,8,6,6,4,3,1,1,0
18,18,21,372,157400,734,359,375,57,62,71,72,70,64,55,54,49,43,34,27,26,17,13,6,6,1
19,19,21,372,157500,1839,929,910,145,156,178,181,176,161,138,136,122,108,86,69,66,43,33,15,16,3
20,20,21,372,157600,536,266,270,42,45,51,52,51,47,40,39,35,31,25,20,19,12,9,4,4,1
21,21,21,372,157700,1327,626,701,104,112,128,130,127,116,100,98,88,78,62,49,47,31,24,11,12,2
22,22,21,372,157800,526,268,258,41,44,51,51,50,46,39,38,35,30,24,19,18,12,9,4,4,1
23,23,21,372,157900,219,102,117,17,18,21,21,21,19,16,16,14,12,10,8,7,5,3,1,1,0
24,24,21,372,158000,555,289,266,43,47,53,54,53,48,41,41,37,32,26,20,19,13,10,4,5,1
25,25,21,372,158100,760,380,380,60,64,73,74,72,66,57,56,50,44,35,28,27,17,13,6,6,1
26,26,21,372,158200,577,275,302,45,49,55,56,55,50,43,42,38,33,27,21,20,13,10,4,5,1
27,27,21,372,158300,448,212,236,35,38,43,44,43,39,33,33,29,26,21,16,16,10,8,3,4,0
