,Unnamed: 0,Statecode,Districtcode,VillageCode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,21,397,4737600,794,393,401,93,103,92,68,63,63,53,53,45,40,29,23,24,15,10,3,4,4
1,1,21,397,4737700,411,190,221,48,53,47,35,32,32,27,27,23,20,15,12,12,8,5,1,2,2
2,2,21,397,4737800,341,182,159,39,44,39,29,27,27,23,23,19,17,12,10,10,6,4,1,1,1
3,3,21,397,4737900,458,227,231,53,59,53,39,36,36,31,31,26,23,17,13,14,9,5,2,2,2
4,4,21,397,4738000,1079,522,557,126,140,125,93,86,85,73,73,61,54,40,31,33,21,13,5,5,5
5,5,21,397,4738100,1353,707,646,158,176,157,116,108,107,91,91,77,68,51,39,41,26,17,6,6,7
6,6,21,397,4738200,1610,805,805,188,210,187,138,129,128,109,109,92,81,60,47,49,31,20,7,8,8
7,7,21,397,4738300,1627,833,794,190,212,189,140,130,129,110,110,93,82,61,47,49,32,21,7,8,8
8,8,21,397,4738400,833,412,421,97,108,97,71,66,66,56,56,47,42,31,24,25,16,10,4,4,4
9,9,21,397,4738500,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,21,397,4738600,519,249,270,60,67,60,44,41,41,35,35,29,26,19,15,15,10,6,2,2,2
11,11,21,397,4738700,3360,1702,1658,393,438,392,289,269,267,228,228,192,170,126,99,103,66,43,16,17,17
12,12,21,397,4738800,2868,1450,1418,336,374,334,247,230,228,194,194,164,145,108,84,88,56,37,13,14,15
13,13,21,397,4738900,412,217,195,48,53,48,35,33,32,27,27,23,20,15,12,12,8,5,1,2,2
14,14,21,397,4739000,856,427,429,100,111,99,73,68,68,58,58,49,43,32,25,26,16,11,4,4,4
15,15,21,397,4739100,2005,996,1009,234,261,234,172,160,159,136,136,114,101,75,59,61,39,25,9,10,10
16,16,21,397,4739200,1539,769,770,180,200,179,132,123,122,104,104,88,77,58,45,47,30,19,7,7,8
17,17,21,397,4739300,878,440,438,102,114,102,75,70,69,59,59,50,44,33,25,26,17,11,4,4,4
18,18,21,397,4739400,3183,1637,1546,372,415,371,274,255,253,216,216,182,161,120,93,97,63,41,15,16,16
19,19,21,397,4739500,2847,1446,1401,333,371,332,245,228,226,193,193,163,144,107,83,87,56,36,13,14,14
20,20,21,397,4739600,529,263,266,61,69,61,45,42,42,35,35,30,26,19,15,16,10,6,2,2,2
21,21,21,397,4739700,712,360,352,83,92,83,61,57,56,48,48,40,36,26,20,21,14,9,3,3,3
22,22,21,397,4739800,1904,966,938,223,248,222,164,152,151,129,129,109,96,71,56,58,37,24,9,9,10
23,23,21,397,4739900,1602,788,814,187,209,186,138,128,127,108,108,91,81,60,47,49,31,20,7,8,8
