,Unnamed: 0,Statecode,Districtcode,VillageCode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,21,383,2240800,4384,2183,2201,359,383,428,410,397,378,339,331,284,244,199,168,167,109,87,40,43,9
1,1,21,383,2240900,1671,852,819,137,146,163,156,151,144,129,126,108,93,76,64,63,41,33,15,16,3
2,2,21,383,2241000,1655,862,793,135,144,161,155,150,142,128,125,107,92,75,63,63,41,33,15,16,3
3,3,21,383,2241100,267,120,147,21,23,26,25,24,23,20,20,17,14,12,10,10,6,5,2,2,0
4,4,21,383,2241200,872,470,402,71,76,85,81,79,75,67,65,56,48,39,33,33,21,17,8,8,1
5,5,21,383,2241300,618,307,311,50,54,60,57,56,53,47,46,40,34,28,23,23,15,12,5,6,1
6,6,21,383,2241400,914,454,460,75,79,89,85,82,78,70,69,59,50,41,35,34,22,18,8,9,1
7,7,21,383,2241500,1904,949,955,156,166,186,178,172,164,147,143,123,106,86,73,72,47,38,17,18,3
8,8,21,383,2241600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,21,383,2241700,69,35,34,5,6,6,6,6,5,5,5,4,3,3,2,2,1,1,0,0,0
10,10,21,383,2241800,219,118,101,17,19,21,20,19,18,16,16,14,12,9,8,8,5,4,2,2,0
11,11,21,383,2241900,446,238,208,36,39,43,41,40,38,34,33,28,24,20,17,16,11,8,4,4,0
12,12,21,383,2242000,215,111,104,17,18,21,20,19,18,16,16,13,11,9,8,8,5,4,2,2,0
13,13,21,383,2242100,1490,697,793,122,130,145,139,135,128,115,112,96,82,67,57,56,37,29,13,14,3
14,14,21,383,2242200,1007,504,503,82,88,98,94,91,86,77,76,65,56,45,38,38,25,20,9,9,2
15,15,21,383,2242300,556,263,293,45,48,54,52,50,47,43,42,36,30,25,21,21,13,11,5,5,1
16,16,21,383,2242400,113,60,53,9,9,11,10,10,9,8,8,7,6,5,4,4,2,2,1,1,0
17,17,21,383,2242500,2118,1071,1047,173,185,207,198,192,182,163,160,137,117,96,81,80,53,42,19,20,4
18,18,21,383,2242600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,21,383,2242700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,21,383,2242800,185,105,80,15,16,18,17,16,15,14,13,11,10,8,7,7,4,3,1,1,0
21,21,21,383,2242900,905,464,441,74,79,88,84,82,78,70,68,58,50,41,34,34,22,18,8,8,1
22,22,21,383,2243000,1036,548,488,85,90,101,97,93,89,80,78,67,57,47,39,39,25,20,9,10,2
23,23,21,383,2243100,921,460,461,75,80,90,86,83,79,71,69,59,51,41,35,35,23,18,8,9,1
24,24,21,383,2243200,958,489,469,78,83,93,89,86,82,74,72,62,53,43,36,36,24,19,8,9,1
