,Unnamed: 0,Statecode,Districtcode,VillageCode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,21,394,4181000,186,98,88,18,19,20,16,14,14,12,12,11,9,7,6,8,4,3,1,1,0
1,1,21,394,4181100,1006,519,487,102,107,112,88,80,75,69,67,61,53,42,36,44,26,18,7,9,2
2,2,21,394,4181200,352,175,177,35,37,39,31,28,26,24,23,21,18,14,12,15,9,6,2,3,0
3,3,21,394,4181300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,21,394,4181400,11,4,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,21,394,4181500,1304,649,655,132,139,145,114,104,98,89,87,79,69,55,46,57,34,23,10,11,2
6,6,21,394,4181600,1221,607,614,124,130,136,107,97,91,83,81,74,65,51,43,53,32,22,9,11,2
7,7,21,394,4181700,476,221,255,48,50,53,41,38,35,32,31,28,25,20,17,20,12,8,3,4,1
8,8,21,394,4181800,1518,741,777,154,162,169,133,121,114,104,101,92,81,64,54,66,40,27,11,13,3
9,9,21,394,4181900,523,258,265,53,55,58,46,41,39,35,35,31,27,22,18,23,13,9,4,4,1
10,10,21,394,4182000,100,55,45,10,10,11,8,7,7,6,6,6,5,4,3,4,2,1,0,0,0
11,11,21,394,4182100,372,192,180,37,39,41,32,29,28,25,24,22,19,15,13,16,9,6,2,3,0
12,12,21,394,4182200,414,202,212,42,44,46,36,33,31,28,27,25,22,17,14,18,10,7,3,3,0
13,13,21,394,4182300,218,97,121,22,23,24,19,17,16,14,14,13,11,9,7,9,5,3,1,1,0
14,14,21,394,4182400,1210,600,610,123,129,135,106,96,91,83,81,73,64,51,43,53,31,22,9,11,2
15,15,21,394,4182500,889,432,457,90,94,99,78,71,66,61,59,54,47,37,31,39,23,16,6,8,1
16,16,21,394,4182600,728,357,371,74,77,81,64,58,54,50,48,44,38,30,26,32,19,13,5,6,1
17,17,21,394,4182700,1418,703,715,144,151,158,124,113,106,97,94,86,75,60,50,62,37,26,11,12,3
18,18,21,394,4182800,420,206,214,42,44,46,37,33,31,28,28,25,22,17,15,18,11,7,3,3,0
19,19,21,394,4182900,348,169,179,35,37,38,30,27,26,23,23,21,18,14,12,15,9,6,2,3,0
20,20,21,394,4183000,623,314,309,63,66,69,54,49,46,42,41,37,33,26,22,27,16,11,4,5,1
21,21,21,394,4183100,436,218,218,44,46,48,38,34,32,29,29,26,23,18,15,19,11,7,3,3,0
22,22,21,394,4183200,335,167,168,34,35,37,29,26,25,23,22,20,17,14,11,14,8,6,2,3,0
23,23,21,394,4183300,350,176,174,35,37,39,30,27,26,24,23,21,18,14,12,15,9,6,2,3,0
