,Unnamed: 0,Statecode,Districtcode,VillageCode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,21,392,3970400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,392,3970300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,21,392,3970500,78,42,36,6,6,8,8,7,6,5,5,4,3,3,2,3,2,1,0,0,0
3,3,21,392,3978700,502,243,259,44,43,51,53,46,41,35,34,30,25,21,18,20,13,9,4,5,1
4,4,21,392,3966400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,21,392,3978600,12,7,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,21,392,3962300,80,34,46,7,6,8,8,7,6,5,5,4,4,3,2,3,2,1,0,0,0
7,7,21,392,3983100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,21,392,3983400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,21,392,3926900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,21,392,3928800,121,53,68,10,10,12,12,11,10,8,8,7,6,5,4,4,3,2,1,1,0
11,11,21,392,3961500,35,19,16,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0
12,12,21,392,3968000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,21,392,3951000,37,19,18,3,3,3,3,3,3,2,2,2,1,1,1,1,1,0,0,0,0
14,14,21,392,3947900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,21,392,3927400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,21,392,3934000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,21,392,3935800,47,24,23,4,4,4,4,4,3,3,3,2,2,2,1,1,1,0,0,0,0
18,18,21,392,3952200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,21,392,3952600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,21,392,3960800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,392,3917400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,21,392,3917800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,21,392,3941600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,21,392,3906400,100,56,44,8,8,10,10,9,8,7,6,6,5,4,3,4,2,1,0,1,0
25,25,21,392,3992600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,21,392,3991100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,21,392,3957600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,21,392,3978000,22,9,13,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0
29,29,21,392,3978400,30,17,13,2,2,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0
30,30,21,392,3942600,238,130,108,20,20,24,25,22,19,16,16,14,12,10,8,9,6,4,2,2,0
