,Unnamed: 0,Statecode,Districtcode,VillageCode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,21,385,2553300,493,243,250,38,42,48,43,41,42,37,37,31,27,22,20,20,13,11,5,6,0
1,1,21,385,2553400,93,42,51,7,8,9,8,7,7,7,7,5,5,4,3,3,2,2,1,1,0
2,2,21,385,2553500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,21,385,2553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,21,385,2553700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,21,385,2553800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,21,385,2553900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,21,385,2554000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,21,385,2554100,92,46,46,7,8,9,8,7,7,6,6,5,5,4,3,3,2,2,1,1,0
9,9,21,385,2554200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,21,385,2554300,1035,535,500,79,90,101,91,88,89,78,78,66,58,47,42,43,28,23,12,14,1
11,11,21,385,2554400,329,200,129,25,28,32,29,28,28,24,24,21,18,14,13,13,9,7,3,4,0
12,12,21,385,2554500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,21,385,2554600,193,100,93,14,16,18,17,16,16,14,14,12,10,8,7,8,5,4,2,2,0
14,14,21,385,2554700,15,4,11,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
15,15,21,385,2554800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,21,385,2554900,25,14,11,1,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0
17,17,21,385,2555000,449,224,225,34,39,43,39,38,38,34,34,28,25,20,18,18,12,10,5,6,0
18,18,21,385,2555100,95,46,49,7,8,9,8,8,8,7,7,6,5,4,3,4,2,2,1,1,0
19,19,21,385,2555200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,21,385,2555300,18,6,12,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
21,21,21,385,2555400,812,423,389,62,70,79,71,69,69,61,61,52,45,36,33,34,22,18,9,11,1
22,22,21,385,2555500,163,72,91,12,14,15,14,13,14,12,12,10,9,7,6,6,4,3,1,2,0
23,23,21,385,2555600,357,177,180,27,31,34,31,30,30,27,27,22,20,16,14,15,9,8,4,4,0
24,24,21,385,2555700,317,160,157,24,27,31,28,26,27,24,24,20,17,14,13,13,8,7,3,4,0
25,25,21,385,2555800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,21,385,2555900,23,12,11,1,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0
27,27,21,385,2556000,141,69,72,10,12,13,12,12,12,10,10,9,7,6,5,5,3,3,1,1,0
28,28,21,385,2556100,169,85,84,13,14,16,14,14,14,12,12,10,9,7,6,7,4,3,1,2,0
29,29,21,385,2556200,252,140,112,19,21,24,22,21,21,19,19,16,14,11,10,10,7,5,2,3,0
30,30,21,385,2556300,444,231,213,34,38,43,39,37,38,33,33,28,24,20,18,18,12,10,5,6,0
31,31,21,385,2556400,35,17,18,2,3,3,3,2,3,2,2,2,1,1,1,1,0,0,0,0,0
32,32,21,385,2556500,16,11,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
33,33,21,385,2556600,31,14,17,2,2,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0
34,34,21,385,2556700,175,92,83,13,15,17,15,14,15,13,13,11,9,7,7,7,4,3,2,2,0
35,35,21,385,2556800,84,41,43,6,7,8,7,7,7,6,6,5,4,3,3,3,2,1,0,1,0
36,36,21,385,2556900,123,61,62,9,10,12,10,10,10,9,9,7,6,5,5,5,3,2,1,1,0
37,37,21,385,2557000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,38,21,385,2557100,22,12,10,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
39,39,21,385,2557200,15,6,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
40,40,21,385,2557300,102,53,49,7,8,9,9,8,8,7,7,6,5,4,4,4,2,2,1,1,0
41,41,21,385,2557400,181,93,88,13,15,17,16,15,15,13,13,11,10,8,7,7,5,4,2,2,0
42,42,21,385,2557500,368,135,233,28,32,36,32,31,31,27,27,23,20,16,15,15,10,8,4,5,0
43,43,21,385,2557600,197,102,95,15,17,19,17,16,16,14,14,12,11,8,8,8,5,4,2,2,0
44,44,21,385,2557700,297,145,152,22,25,29,26,25,25,22,22,19,16,13,12,12,8,6,3,4,0
45,45,21,385,2557800,211,105,106,16,18,20,18,17,18,16,16,13,11,9,8,8,5,4,2,2,0
46,46,21,385,2557900,478,257,221,36,41,46,42,40,41,36,36,30,26,21,19,20,13,10,5,6,0
47,47,21,385,2558000,61,31,30,4,5,5,5,5,5,4,4,3,3,2,2,2,1,1,0,0,0
48,48,21,385,2558100,190,103,87,14,16,18,16,16,16,14,14,12,10,8,7,8,5,4,2,2,0
49,49,21,385,2558200,843,531,312,64,73,82,74,71,72,64,64,54,47,38,34,35,23,18,9,11,1
50,50,21,385,2558300,258,140,118,19,22,25,22,21,22,19,19,16,14,11,10,10,7,5,2,3,0
51,51,21,385,2558400,108,53,55,8,9,10,9,9,9,8,8,6,6,4,4,4,3,2,1,1,0
52,52,21,385,2558500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,21,385,2558600,63,26,37,4,5,6,5,5,5,4,4,4,3,2,2,2,1,1,0,0,0
54,54,21,385,2558700,63,27,36,4,5,6,5,5,5,4,4,4,3,2,2,2,1,1,0,0,0
55,55,21,385,2558800,657,299,358,50,57,64,58,55,56,49,49,42,36,29,26,27,18,14,7,9,1
56,56,21,385,2558900,291,157,134,22,25,28,25,24,25,22,22,18,16,13,11,12,8,6,3,4,0
57,57,21,385,2559000,525,282,243,40,45,51,46,44,45,39,39,33,29,23,21,22,14,11,6,7,0
58,58,21,385,2559100,37,16,21,2,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0
59,59,21,385,2559200,56,26,30,4,4,5,4,4,4,4,4,3,3,2,2,2,1,1,0,0,0
60,60,21,385,2559300,263,136,127,20,22,25,23,22,22,19,19,16,14,11,10,11,7,5,3,3,0
61,61,21,385,2559400,278,148,130,21,24,27,24,23,23,21,21,17,15,12,11,11,7,6,3,3,0
62,62,21,385,2559500,220,118,102,16,19,21,19,18,18,16,16,14,12,10,9,9,6,4,2,3,0
63,63,21,385,2559600,49,23,26,3,4,4,4,4,4,3,3,3,2,2,2,2,1,1,0,0,0
64,64,21,385,2559700,12,6,6,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
65,65,21,385,2559800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,21,385,2559900,130,64,66,10,11,12,11,11,11,9,9,8,7,5,5,5,3,2,1,1,0
67,67,21,385,2560000,505,249,256,38,43,49,44,43,43,38,38,32,28,22,20,21,14,11,5,6,0
68,68,21,385,2560100,149,73,76,11,12,14,13,12,12,11,11,9,8,6,6,6,4,3,1,2,0
69,69,21,385,2560200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,21,385,2560300,87,49,38,6,7,8,7,7,7,6,6,5,4,3,3,3,2,1,1,1,0
71,71,21,385,2560400,317,169,148,24,27,31,28,26,27,24,24,20,17,14,13,13,8,7,3,4,0
72,72,21,385,2560500,185,100,85,14,16,18,16,15,15,14,14,11,10,8,7,7,5,4,2,2,0
73,73,21,385,2560600,234,128,106,18,20,22,20,19,20,17,17,15,13,10,9,9,6,5,2,3,0
74,74,21,385,2560700,295,151,144,22,25,28,26,25,25,22,22,18,16,13,12,12,8,6,3,4,0
75,75,21,385,2560800,72,32,40,5,6,7,6,6,6,5,5,4,4,3,2,3,2,1,0,0,0
76,76,21,385,2560900,139,72,67,10,12,13,12,11,11,10,10,8,7,6,5,5,3,3,1,1,0
77,77,21,385,2561000,153,77,76,11,13,14,13,13,13,11,11,9,8,6,6,6,4,3,1,2,0
78,78,21,385,2561100,218,120,98,16,18,21,19,18,18,16,16,13,12,9,8,9,6,4,2,3,0
79,79,21,385,2561200,273,133,140,21,23,26,24,23,23,20,20,17,15,12,11,11,7,6,3,3,0
80,80,21,385,2561300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,21,385,2561400,63,35,28,4,5,6,5,5,5,4,4,4,3,2,2,2,1,1,0,0,0
82,82,21,385,2561500,112,52,60,8,9,10,9,9,9,8,8,7,6,5,4,4,3,2,1,1,0
83,83,21,385,2561600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,21,385,2561700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,85,21,385,2561800,433,238,195,33,37,42,38,36,37,32,32,27,24,19,17,18,12,9,5,5,0
86,86,21,385,2561900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,87,21,385,2562000,275,135,140,21,23,26,24,23,23,20,20,17,15,12,11,11,7,6,3,3,0
88,88,21,385,2562100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,89,21,385,2562200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,90,21,385,2562300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91,21,385,2562400,522,273,249,40,45,51,46,44,44,39,39,33,29,23,21,22,14,11,6,7,0
92,92,21,385,2562500,573,298,275,44,49,56,50,48,49,43,43,36,32,26,23,24,15,12,6,7,0
93,93,21,385,2562600,575,318,257,44,50,56,50,48,49,43,43,36,32,26,23,24,15,12,6,7,0
94,94,21,385,2562700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,21,385,2562800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,21,385,2562900,119,64,55,9,10,11,10,10,10,9,9,7,6,5,4,5,3,2,1,1,0
97,97,21,385,2563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,21,385,2563100,96,52,44,7,8,9,8,8,8,7,7,6,5,4,3,4,2,2,1,1,0
99,99,21,385,2563200,169,86,83,13,14,16,14,14,14,12,12,10,9,7,6,7,4,3,1,2,0
100,100,21,385,2563300,141,63,78,10,12,13,12,12,12,10,10,9,7,6,5,5,3,3,1,1,0
101,101,21,385,2563400,73,36,37,5,6,7,6,6,6,5,5,4,4,3,2,3,2,1,0,1,0
102,102,21,385,2563500,158,75,83,12,13,15,13,13,13,11,12,10,8,7,6,6,4,3,1,2,0
103,103,21,385,2563600,939,479,460,72,81,91,83,79,80,71,71,60,52,42,38,39,26,21,10,12,1
104,104,21,385,2563700,459,256,203,35,39,44,40,39,39,34,34,29,25,20,18,19,12,10,5,6,0
105,105,21,385,2563800,57,31,26,4,4,5,5,4,4,4,4,3,3,2,2,2,1,1,0,0,0
106,106,21,385,2563900,6440,3363,3077,496,560,630,569,548,553,489,489,413,361,292,264,272,179,145,74,89,10
107,107,21,385,2564000,592,291,301,45,51,57,52,50,50,44,44,37,33,26,24,25,16,13,6,8,0
108,108,21,385,2564100,436,217,219,33,37,42,38,37,37,33,33,27,24,19,17,18,12,9,5,6,0
