,Statecode,Districtcode,VillageCode,Population,Males,Females
0,21,13,2063000,311,154,157
1,21,13,2063100,0,0,0
2,21,13,2063200,305,146,159
3,21,13,2063300,661,332,329
4,21,13,2063400,479,233,246
5,21,13,2063500,358,196,162
6,21,13,2063600,954,476,478
7,21,13,2063700,2006,1000,1006
8,21,13,2063800,567,269,298
9,21,13,2063900,2925,1580,1345
10,21,13,2064000,6309,3293,3016
11,21,13,2064100,591,298,293
12,21,13,2064200,1047,511,536
13,21,13,2064300,782,406,376
14,21,13,2064400,5202,2809,2393
15,21,13,2064500,1581,812,769
16,21,13,2064600,625,307,318
17,21,13,2064700,561,285,276
18,21,13,2064800,1891,1003,888
19,21,13,2064900,1236,618,618
20,21,13,2065000,517,245,272
21,21,13,2065100,466,231,235
22,21,13,2065200,591,345,246
23,21,13,2065300,1343,681,662
24,21,13,2065400,396,201,195
25,21,13,2065500,712,361,351
26,21,13,2065600,8222,4314,3908
27,21,13,2065700,1375,662,713
28,21,13,2065800,517,266,251
29,21,13,2065900,443,233,210
30,21,13,2066000,852,415,437
31,21,13,2066100,873,453,420
32,21,13,2066200,330,176,154
33,21,13,2066300,0,0,0
34,21,13,2066400,587,281,306
35,21,13,2066500,1537,780,757
36,21,13,2066600,883,428,455
37,21,13,2066700,1295,673,622
38,21,13,2066800,660,356,304
39,21,13,2066900,1211,630,581
40,21,13,2067000,209,108,101
41,21,13,2067100,1358,751,607
42,21,13,2067200,434,229,205
43,21,13,2067300,1505,761,744
44,21,13,2067400,377,187,190
45,21,13,2067500,0,0,0
46,21,13,2067600,572,284,288
47,21,13,2067700,1110,555,555
48,21,13,2067800,555,281,274
49,21,13,2067900,1242,670,572
50,21,13,2068000,0,0,0
51,21,13,2068100,0,0,0
52,21,13,2068200,1288,659,629
53,21,13,2068300,143,79,64
54,21,13,2068400,1282,655,627
55,21,13,2068500,464,237,227
56,21,13,2068600,194,116,78
57,21,13,2068700,0,0,0
58,21,13,2068800,399,199,200
59,21,13,2068900,2151,1137,1014
60,21,13,2069000,316,174,142
61,21,13,2069100,419,193,226
62,21,13,2069200,1230,626,604
63,21,13,2069300,458,239,219
64,21,13,2069400,1764,898,866
65,21,13,2069500,631,341,290
66,21,13,2069600,618,312,306
67,21,13,2069700,311,150,161
68,21,13,2069800,1242,648,594
69,21,13,2069900,0,0,0
70,21,13,2070000,827,429,398
71,21,13,2070100,2148,1113,1035
72,21,13,2070200,1268,659,609
73,21,13,2070300,4012,2024,1988
74,21,13,2070400,4029,2072,1957
75,21,13,2070500,1561,772,789
76,21,13,2070600,622,335,287
77,21,13,2070700,1535,774,761
78,21,13,2070800,447,235,212
79,21,13,2070900,1206,592,614
80,21,13,2071000,1867,946,921
81,21,13,2071100,2757,1418,1339
82,21,13,2071200,1016,519,497
83,21,13,2071300,2591,1261,1330
84,21,13,2071400,2067,1055,1012
85,21,13,2071500,754,379,375
86,21,13,2071600,703,348,355
87,21,13,2071700,1095,631,464
88,21,13,2071800,0,0,0
89,21,13,2071900,1236,621,615
90,21,13,2072000,560,287,273
91,21,13,2072100,1175,581,594
92,21,13,2072200,503,262,241
93,21,13,2072300,1456,756,700
94,21,13,2072400,1431,741,690
95,21,13,2072500,396,191,205
96,21,13,2072600,783,391,392
97,21,13,2072700,946,453,493
98,21,13,2072800,382,186,196
99,21,13,2072900,80,35,45
100,21,13,2073000,937,478,459
101,21,13,2073100,881,453,428
102,21,13,2073200,0,0,0
103,21,13,2073300,1931,974,957
104,21,13,2073400,754,385,369
105,21,13,2073500,0,0,0
106,21,13,2073600,1275,649,626
107,21,13,2073700,2676,1378,1298
108,21,13,2073800,2688,1391,1297
109,21,13,2073900,1338,699,639
110,21,13,2074000,955,508,447
111,21,13,2074100,210,99,111
112,21,13,2074200,1580,816,764
113,21,13,2074300,7636,3886,3750
114,21,13,2074400,2101,1012,1089
115,21,13,2074500,478,252,226
116,21,13,2074600,2694,1399,1295
117,21,13,2074700,0,0,0
118,21,13,2074800,2272,1167,1105
119,21,13,2074900,2505,1268,1237
120,21,13,2075000,788,420,368
121,21,13,2075100,625,320,305
122,21,13,2075200,1029,517,512
123,21,13,2075300,1394,716,678
124,21,13,2075400,472,233,239
125,21,13,2075500,0,0,0
126,21,13,2075600,1526,793,733
127,21,13,2075700,1165,585,580
128,21,13,2075800,1613,854,759
129,21,13,2075900,1221,588,633
130,21,13,2076000,2210,1111,1099
131,21,13,2076100,2100,1100,1000
132,21,13,2076200,4666,2410,2256
133,21,13,2076300,238,129,109
134,21,13,2076400,0,0,0
135,21,13,2076500,3864,2019,1845
136,21,13,2076600,1583,833,750
137,21,13,2076700,0,0,0
138,21,13,2076800,0,0,0
139,21,13,2076900,929,482,447
140,21,13,2077000,299,158,141
141,21,13,2077100,2713,1403,1310
142,21,13,2077200,0,0,0
143,21,13,2077300,0,0,0
144,21,13,2077400,213,117,96
145,21,13,2077500,1107,573,534
146,21,13,2077600,4406,2260,2146
147,21,13,2077700,947,471,476
148,21,13,2077800,897,461,436
149,21,13,2077900,0,0,0
150,21,13,2078000,561,298,263
151,21,13,2078100,0,0,0
152,21,13,2078200,0,0,0
153,21,13,2078300,0,0,0
154,21,13,2078400,0,0,0
155,21,13,2078500,0,0,0
156,21,13,2078600,0,0,0
157,21,13,2078700,4995,2544,2451
158,21,13,2078800,2968,1507,1461
159,21,13,2078900,1237,592,645
160,21,13,2079000,1631,838,793
161,21,13,2079100,1094,570,524
162,21,13,2079200,1687,877,810
163,21,13,2079300,1221,590,631
164,21,13,2079400,916,458,458
165,21,13,2079500,1085,539,546
166,21,13,2079600,1147,570,577
167,21,13,2079700,716,370,346
168,21,13,2079800,2112,1105,1007
169,21,13,2079900,2471,1225,1246
170,21,13,2080000,3408,1798,1610
171,21,13,2080100,342,156,186
172,21,13,2080200,239,120,119
173,21,13,2080300,3052,1582,1470
174,21,13,2080400,2177,1141,1036
175,21,13,2080500,415,209,206
176,21,13,2080600,4069,2211,1858
177,21,13,2080700,792,395,397
178,21,13,2080800,1135,530,605
179,21,13,2080900,2048,1025,1023
180,21,13,2081000,1076,531,545
181,21,13,2081100,2029,1073,956
182,21,13,2081200,214,98,116
183,21,13,2081300,1560,797,763
184,21,13,2081400,973,494,479
185,21,13,2081500,4600,2374,2226
186,21,13,2081600,624,315,309
187,21,13,2081700,1037,497,540
188,21,13,2081800,2085,1087,998
189,21,13,2081900,1848,897,951
190,21,13,2082000,0,0,0
191,21,13,2082100,1201,620,581
192,21,13,2082200,0,0,0
193,21,13,2082300,2551,1319,1232
194,21,13,2082400,431,213,218
195,21,13,2082500,964,456,508
196,21,13,2082600,0,0,0
197,21,13,2082700,431,220,211
198,21,13,2082800,2267,1199,1068
199,21,13,2082900,0,0,0
200,21,13,2083000,2232,1139,1093
201,21,13,2083100,3,3,0
202,21,13,2083200,962,480,482
203,21,13,2083300,1819,938,881
204,21,13,2083400,0,0,0
205,21,13,2083500,2850,1464,1386
206,21,13,2083600,1181,595,586
207,21,13,2083700,1296,654,642
208,21,13,2083800,1154,599,555
209,21,13,2083900,1207,599,608
210,21,13,2084000,676,345,331
211,21,13,2084100,440,215,225
212,21,13,2084200,660,340,320
213,21,13,2084300,656,339,317
214,21,13,2084400,448,214,234
215,21,13,2084500,1840,947,893
216,21,13,2084600,2594,1358,1236
217,21,13,2084700,370,190,180
218,21,13,2084800,592,291,301
219,21,13,2084900,925,488,437
220,21,13,2085000,1208,585,623
221,21,13,2085100,1040,541,499
222,21,13,2085200,1283,654,629
223,21,13,2085300,0,0,0
224,21,13,2085400,0,0,0
225,21,13,2085500,0,0,0
226,21,13,2085600,2108,1075,1033
227,21,13,2085700,67,28,39
228,21,13,2085800,129,66,63
229,21,13,2085900,2080,1080,1000
230,21,13,2086000,568,271,297
231,21,13,2086100,1455,736,719
232,21,13,2086200,598,307,291
233,21,13,2086300,905,493,412
234,21,13,2086400,1613,824,789
235,21,13,2086500,215,108,107
236,21,13,2086600,968,491,477
237,21,13,2086700,14,5,9
238,21,13,2086800,927,473,454
239,21,13,2086900,2921,1511,1410
240,21,13,2087000,1597,848,749
241,21,13,2087100,2918,1494,1424
242,21,13,2087200,820,424,396
243,21,13,2087300,347,167,180
244,21,13,2087400,949,488,461
245,21,13,2087500,2900,1478,1422
246,21,13,2087600,424,220,204
247,21,13,2087700,811,408,403
248,21,13,2087800,918,464,454
249,21,13,2087900,1635,842,793
250,21,13,2088000,1630,776,854
251,21,13,2088100,1121,567,554
252,21,13,2088200,2621,1315,1306
253,21,13,2088300,460,235,225
254,21,13,2088400,1105,557,548
255,21,13,2088500,699,341,358
256,21,13,2088600,11,4,7
257,21,13,2088700,0,0,0
258,21,13,2088800,1251,653,598
259,21,13,2088900,1237,613,624
260,21,13,2089000,294,146,148
261,21,13,2089100,692,335,357
262,21,13,2089200,403,200,203
263,21,13,2089300,1258,616,642
264,21,13,2089400,439,219,220
265,21,13,2089500,551,270,281
266,21,13,2089600,631,301,330
267,21,13,2089700,94,53,41
268,21,13,2089800,970,493,477
269,21,13,2089900,461,248,213
270,21,13,2090000,887,457,430
271,21,13,2090100,3504,1756,1748
272,21,13,2090200,260,123,137
273,21,13,2090300,0,0,0
274,21,13,2090400,828,420,408
275,21,13,2090500,1154,598,556
276,21,13,2090600,700,332,368
277,21,13,2090700,820,433,387
278,21,13,2090800,227,125,102
279,21,13,2090900,209,105,104
280,21,13,2091000,584,301,283
281,21,13,2091100,1434,712,722
282,21,13,2091200,864,456,408
283,21,13,2091300,449,224,225
284,21,13,2091400,1685,844,841
285,21,13,2091500,1278,646,632
286,21,13,2091600,1460,766,694
287,21,13,2091700,1232,625,607
288,21,13,2091800,1904,956,948
289,21,13,2091900,1329,674,655
