,Statecode,Districtcode,VillageCode,Population,Males,Females
0,21,375,551700,3561,1761,1800
1,21,375,551800,1413,755,658
2,21,375,551900,1234,636,598
3,21,375,552000,258,160,98
4,21,375,552100,469,226,243
5,21,375,552200,785,391,394
6,21,375,552300,1342,787,555
7,21,375,552400,1678,836,842
8,21,375,552500,2468,1266,1202
9,21,375,552600,1590,797,793
10,21,375,552700,355,182,173
11,21,375,552800,352,169,183
12,21,375,552900,1191,604,587
13,21,375,553000,792,411,381
14,21,375,553100,1220,619,601
15,21,375,553200,283,137,146
16,21,375,553300,995,484,511
17,21,375,553400,209,116,93
18,21,375,553500,463,231,232
19,21,375,553600,1237,612,625
20,21,375,553700,1185,583,602
21,21,375,553800,566,272,294
22,21,375,553900,448,229,219
23,21,375,554000,1710,827,883
24,21,375,554100,2308,1160,1148
25,21,375,554200,373,186,187
26,21,375,554300,397,219,178
27,21,375,554400,462,238,224
28,21,375,554500,85,42,43
29,21,375,554600,188,98,90
30,21,375,554700,852,415,437
31,21,375,554800,2832,1430,1402
32,21,375,554900,69,35,34
33,21,375,555000,189,91,98
34,21,375,555100,166,74,92
35,21,375,555200,1129,562,567
36,21,375,555300,1434,679,755
37,21,375,555400,1664,831,833
38,21,375,555500,0,0,0
39,21,375,555600,881,456,425
40,21,375,555700,3826,2037,1789
41,21,375,555800,0,0,0
42,21,375,555900,1233,606,627
43,21,375,556000,445,219,226
44,21,375,556100,213,103,110
45,21,375,556200,549,280,269
46,21,375,556300,431,208,223
47,21,375,556400,72,34,38
48,21,375,556500,198,96,102
49,21,375,556600,479,252,227
50,21,375,556700,1732,872,860
51,21,375,556800,111,55,56
52,21,375,556900,209,102,107
53,21,375,557000,1048,523,525
54,21,375,557100,1740,872,868
55,21,375,557200,731,355,376
56,21,375,557300,560,262,298
57,21,375,557400,794,381,413
58,21,375,557500,603,296,307
59,21,375,557600,369,179,190
60,21,375,557700,365,171,194
61,21,375,557800,557,279,278
62,21,375,557900,1685,805,880
63,21,375,558000,853,431,422
64,21,375,558100,1609,809,800
65,21,375,558200,589,291,298
66,21,375,558300,422,204,218
67,21,375,558400,160,81,79
68,21,375,558500,599,302,297
69,21,375,558600,337,167,170
70,21,375,558700,310,148,162
71,21,375,558800,206,101,105
72,21,375,558900,0,0,0
73,21,375,559000,754,410,344
74,21,375,559100,318,164,154
75,21,375,559200,493,253,240
76,21,375,559300,337,170,167
77,21,375,559400,508,231,277
78,21,375,559500,269,124,145
79,21,375,559600,87,36,51
80,21,375,559700,137,70,67
81,21,375,559800,400,201,199
82,21,375,559900,95,47,48
83,21,375,560000,223,119,104
84,21,375,560100,481,239,242
85,21,375,560200,260,134,126
86,21,375,560300,633,316,317
87,21,375,560400,1947,973,974
88,21,375,560500,993,486,507
89,21,375,560600,964,492,472
90,21,375,560700,362,185,177
91,21,375,560800,555,281,274
92,21,375,560900,1325,667,658
93,21,375,561000,1124,550,574
94,21,375,561100,246,130,116
95,21,375,561200,108,55,53
96,21,375,561300,656,329,327
97,21,375,561400,356,184,172
98,21,375,561500,452,216,236
99,21,375,561600,361,183,178
100,21,375,561700,291,147,144
101,21,375,561800,575,281,294
102,21,375,561900,249,137,112
103,21,375,562000,542,268,274
104,21,375,562100,1391,680,711
105,21,375,562200,1126,538,588
106,21,375,562300,671,327,344
107,21,375,562400,850,431,419
108,21,375,562500,1024,519,505
109,21,375,562600,0,0,0
110,21,375,562700,171,83,88
111,21,375,562800,359,183,176
112,21,375,562900,237,108,129
113,21,375,563000,152,76,76
114,21,375,563100,289,141,148
115,21,375,563200,246,115,131
116,21,375,563300,188,99,89
117,21,375,563400,382,214,168
118,21,375,563500,334,156,178
119,21,375,563600,39,21,18
120,21,375,563700,534,290,244
121,21,375,563800,0,0,0
122,21,375,563900,0,0,0
123,21,375,564000,1784,933,851
124,21,375,564100,614,301,313
125,21,375,564200,883,532,351
126,21,375,564300,199,101,98
