,Statecode,Districtcode,VillageCode,Population,Males,Females
0,21,3,155600,147,76,71
1,21,3,155700,470,239,231
2,21,3,155800,2379,1188,1191
3,21,3,155900,850,435,415
4,21,3,156000,539,261,278
5,21,3,156100,485,238,247
6,21,3,156200,577,291,286
7,21,3,156300,1965,952,1013
8,21,3,156400,728,340,388
9,21,3,156500,285,145,140
10,21,3,156600,360,201,159
11,21,3,156700,627,324,303
12,21,3,156800,132,67,65
13,21,3,156900,979,488,491
14,21,3,157000,695,328,367
15,21,3,157100,1142,560,582
16,21,3,157200,2024,1037,987
17,21,3,157300,224,107,117
18,21,3,157400,933,456,477
19,21,3,157500,2336,1180,1156
20,21,3,157600,682,338,344
21,21,3,157700,1686,795,891
22,21,3,157800,668,341,327
23,21,3,157900,279,130,149
24,21,3,158000,705,367,338
25,21,3,158100,965,482,483
26,21,3,158200,733,350,383
27,21,3,158300,569,270,299
28,21,3,158400,1393,713,680
29,21,3,158500,267,137,130
30,21,3,158600,303,140,163
31,21,3,158700,190,91,99
32,21,3,158800,1874,941,933
33,21,3,158900,1774,869,905
34,21,3,159000,471,238,233
35,21,3,159100,405,204,201
36,21,3,159200,861,429,432
37,21,3,159300,2203,1088,1115
38,21,3,159400,175,81,94
39,21,3,159500,879,417,462
40,21,3,159600,780,399,381
41,21,3,159700,373,192,181
42,21,3,159800,866,425,441
43,21,3,159900,716,358,358
44,21,3,160000,1159,511,648
45,21,3,160100,560,267,293
46,21,3,160200,910,446,464
47,21,3,160300,460,211,249
48,21,3,160400,146,73,73
49,21,3,160500,288,143,145
50,21,3,160600,495,247,248
51,21,3,160700,959,476,483
52,21,3,160800,146,79,67
53,21,3,160900,675,361,314
54,21,3,161000,437,231,206
55,21,3,161100,1777,903,874
56,21,3,161200,275,126,149
57,21,3,161300,6279,3179,3100
58,21,3,161400,928,475,453
59,21,3,161500,3100,1562,1538
60,21,3,161600,420,222,198
61,21,3,161700,921,470,451
62,21,3,161800,260,126,134
63,21,3,161900,640,320,320
64,21,3,162000,482,251,231
65,21,3,162100,1140,579,561
66,21,3,162200,682,339,343
67,21,3,162300,422,198,224
68,21,3,162400,211,101,110
69,21,3,162500,679,306,373
70,21,3,162600,415,206,209
71,21,3,162700,948,464,484
72,21,3,162800,227,96,131
73,21,3,162900,797,406,391
74,21,3,163000,1203,595,608
75,21,3,163100,28,12,16
76,21,3,163200,816,406,410
77,21,3,163300,985,500,485
78,21,3,163400,392,214,178
79,21,3,163500,105,51,54
80,21,3,163600,1446,632,814
81,21,3,163700,841,441,400
82,21,3,163800,642,304,338
83,21,3,163900,323,150,173
84,21,3,164000,577,298,279
85,21,3,164100,350,156,194
86,21,3,164200,257,119,138
87,21,3,164300,681,348,333
88,21,3,164400,170,84,86
89,21,3,164500,626,313,313
90,21,3,164600,791,396,395
91,21,3,164700,801,399,402
92,21,3,164800,991,449,542
93,21,3,164900,390,184,206
94,21,3,165000,398,192,206
95,21,3,165100,425,209,216
96,21,3,165200,125,66,59
97,21,3,165300,249,114,135
98,21,3,165400,114,57,57
99,21,3,165500,295,146,149
100,21,3,165600,213,109,104
101,21,3,165700,853,408,445
102,21,3,165800,358,186,172
103,21,3,165900,1940,993,947
104,21,3,166000,686,323,363
105,21,3,166100,399,195,204
106,21,3,166200,344,170,174
107,21,3,166300,1066,536,530
108,21,3,166400,196,104,92
109,21,3,166500,697,321,376
110,21,3,166600,583,290,293
111,21,3,166700,113,55,58
112,21,3,166800,115,54,61
113,21,3,166900,223,111,112
114,21,3,167000,36,18,18
115,21,3,167100,501,253,248
116,21,3,167200,213,103,110
117,21,3,167300,374,184,190
118,21,3,167400,268,141,127
119,21,3,167500,549,273,276
120,21,3,167600,2441,1262,1179
121,21,3,167700,1182,604,578
122,21,3,167800,665,346,319
123,21,3,167900,1111,553,558
124,21,3,168000,1082,534,548
125,21,3,168100,448,225,223
126,21,3,168200,213,92,121
127,21,3,168300,279,131,148
128,21,3,168400,918,469,449
129,21,3,168500,692,342,350
130,21,3,168600,255,123,132
131,21,3,168700,298,149,149
132,21,3,168800,147,75,72
133,21,3,168900,202,106,96
134,21,3,169000,1395,694,701
135,21,3,169100,344,178,166
136,21,3,169200,300,143,157
137,21,3,169300,95,50,45
138,21,3,169400,1398,712,686
139,21,3,169500,1231,633,598
140,21,3,169600,423,218,205
141,21,3,169700,1336,684,652
142,21,3,169800,273,144,129
143,21,3,169900,373,192,181
144,21,3,170000,241,122,119
145,21,3,170100,267,124,143
146,21,3,170200,771,381,390
147,21,3,170300,1666,874,792
148,21,3,170400,15,6,9
149,21,3,170500,644,333,311
150,21,3,170600,1191,506,685
151,21,3,170700,963,466,497
152,21,3,170800,596,310,286
153,21,3,170900,354,170,184
154,21,3,171000,1478,732,746
155,21,3,171100,1084,537,547
156,21,3,171200,90,43,47
157,21,3,171300,559,273,286
158,21,3,171400,633,308,325
159,21,3,171500,173,83,90
160,21,3,171600,116,58,58
161,21,3,171700,388,202,186
162,21,3,171800,185,91,94
163,21,3,171900,113,53,60
164,21,3,172000,650,343,307
165,21,3,172100,2188,1045,1143
166,21,3,172200,450,238,212
167,21,3,172300,497,252,245
168,21,3,172400,347,173,174
169,21,3,172500,1937,968,969
170,21,3,172600,601,318,283
171,21,3,172700,283,139,144
172,21,3,172800,406,188,218
173,21,3,172900,804,387,417
174,21,3,173000,589,323,266
175,21,3,173100,228,116,112
176,21,3,173200,129,66,63
177,21,3,173300,598,300,298
178,21,3,173400,359,193,166
179,21,3,173500,1327,682,645
180,21,3,173600,640,326,314
181,21,3,173700,175,89,86
182,21,3,173800,303,143,160
183,21,3,173900,258,121,137
184,21,3,174000,155,75,80
185,21,3,174100,279,136,143
186,21,3,174200,156,73,83
187,21,3,174300,24,14,10
188,21,3,174400,953,491,462
189,21,3,174500,75,35,40
190,21,3,174600,117,65,52
191,21,3,174700,454,218,236
192,21,3,174800,478,239,239
193,21,3,174900,369,194,175
194,21,3,175000,363,168,195
195,21,3,175100,193,96,97
196,21,3,175200,194,92,102
197,21,3,175300,1298,616,682
198,21,3,175400,772,383,389
199,21,3,175500,390,201,189
200,21,3,175600,510,242,268
201,21,3,175700,0,0,0
202,21,3,175800,371,182,189
203,21,3,175900,423,218,205
204,21,3,176000,35,22,13
205,21,3,176100,284,139,145
206,21,3,176200,511,271,240
207,21,3,176300,149,71,78
208,21,3,176400,1096,546,550
209,21,3,176500,270,135,135
210,21,3,176600,954,479,475
211,21,3,176700,1284,640,644
212,21,3,176800,590,307,283
213,21,3,176900,517,261,256
214,21,3,177000,362,191,171
215,21,3,177100,1298,648,650
216,21,3,177200,1241,630,611
217,21,3,177300,1265,625,640
218,21,3,177400,272,127,145
219,21,3,177500,699,339,360
220,21,3,177600,666,343,323
221,21,3,177700,1481,742,739
222,21,3,177800,688,358,330
223,21,3,177900,2034,1020,1014
224,21,3,178000,12,6,6
225,21,3,178100,522,263,259
226,21,3,178200,1458,736,722
227,21,3,178300,861,423,438
228,21,3,178400,1270,633,637
229,21,3,178500,1318,654,664
230,21,3,178600,222,109,113
231,21,3,178700,310,149,161
232,21,3,178800,76,42,34
233,21,3,178900,825,409,416
234,21,3,179000,230,120,110
235,21,3,179100,405,201,204
236,21,3,179200,678,341,337
237,21,3,179300,14,5,9
238,21,3,179400,83,35,48
239,21,3,179500,685,343,342
240,21,3,179600,107,58,49
241,21,3,179700,0,0,0
242,21,3,179800,1002,508,494
243,21,3,179900,40,21,19
244,21,3,180000,534,275,259
245,21,3,180100,300,147,153
246,21,3,180200,0,0,0
247,21,3,180300,107,56,51
248,21,3,180400,815,392,423
249,21,3,180500,75,33,42
250,21,3,180600,822,399,423
251,21,3,180700,698,356,342
252,21,3,180800,930,438,492
253,21,3,180900,279,137,142
254,21,3,181000,796,410,386
255,21,3,181100,0,0,0
256,21,3,181200,267,121,146
257,21,3,181300,363,178,185
258,21,3,181400,877,454,423
259,21,3,181500,153,68,85
260,21,3,181600,319,150,169
261,21,3,181700,1495,763,732
262,21,3,181800,594,285,309
263,21,3,181900,329,160,169
264,21,3,182000,0,0,0
265,21,3,182100,775,376,399
266,21,3,182200,681,339,342
267,21,3,182300,797,374,423
268,21,3,182400,801,421,380
269,21,3,182500,914,448,466
270,21,3,182600,598,300,298
271,21,3,182700,774,370,404
272,21,3,182800,1195,601,594
273,21,3,182900,235,113,122
274,21,3,183000,31,14,17
275,21,3,183100,479,234,245
276,21,3,183200,786,387,399
277,21,3,183300,183,95,88
278,21,3,183400,1341,702,639
279,21,3,183500,301,141,160
280,21,3,183600,554,252,302
281,21,3,183700,480,249,231
282,21,3,183800,1842,913,929
283,21,3,183900,498,245,253
284,21,3,184000,68,34,34
285,21,3,184100,897,461,436
286,21,3,184200,332,159,173
287,21,3,184300,196,107,89
288,21,3,184400,105,60,45
289,21,3,184500,813,392,421
290,21,3,184600,64,31,33
291,21,3,184700,31,12,19
292,21,3,184800,121,64,57
293,21,3,184900,224,117,107
294,21,3,185000,158,77,81
295,21,3,185100,743,369,374
296,21,3,185200,474,248,226
297,21,3,185300,472,233,239
298,21,3,185400,0,0,0
299,21,3,185500,259,137,122
300,21,3,185600,515,255,260
301,21,3,185700,357,172,185
302,21,3,185800,195,103,92
303,21,3,185900,772,382,390
304,21,3,186000,244,119,125
305,21,3,186100,25,10,15
306,21,3,186200,57,28,29
307,21,3,186300,186,91,95
308,21,3,186400,422,215,207
309,21,3,186500,38,20,18
310,21,3,186600,386,184,202
311,21,3,186700,186,87,99
312,21,3,186800,0,0,0
313,21,3,186900,67,30,37
314,21,3,187000,577,277,300
315,21,3,187100,400,189,211
316,21,3,187200,1152,577,575
317,21,3,187300,510,254,256
318,21,3,187400,220,109,111
319,21,3,187500,178,100,78
320,21,3,187600,464,222,242
321,21,3,187700,1685,894,791
322,21,3,187800,200,106,94
323,21,3,187900,159,84,75
324,21,3,188000,166,72,94
325,21,3,188100,60,33,27
326,21,3,188200,204,115,89
327,21,3,188300,51,30,21
328,21,3,188400,230,117,113
329,21,3,188500,180,84,96
330,21,3,188600,0,0,0
331,21,3,188700,279,135,144
332,21,3,188800,580,284,296
333,21,3,188900,436,201,235
334,21,3,189000,0,0,0
335,21,3,189100,100,52,48
336,21,3,189200,449,240,209
337,21,3,189300,1077,579,498
338,21,3,189400,55,26,29
339,21,3,189500,174,87,87
340,21,3,189600,4,2,2
341,21,3,189700,452,214,238
342,21,3,189800,492,243,249
343,21,3,189900,0,0,0
344,21,3,190000,771,379,392
345,21,3,190100,190,106,84
346,21,3,190200,248,113,135
347,21,3,190300,881,445,436
348,21,3,190400,161,79,82
349,21,3,190500,122,60,62
350,21,3,190600,293,143,150
351,21,3,190700,268,136,132
352,21,3,190800,101,48,53
353,21,3,190900,64,28,36
354,21,3,191000,99,53,46
355,21,3,191100,50,24,26
356,21,3,191200,48,24,24
357,21,3,191300,37,20,17
358,21,3,191400,57,31,26
359,21,3,191500,225,109,116
360,21,3,191600,464,229,235
361,21,3,191700,1040,534,506
362,21,3,191800,230,111,119
363,21,3,191900,24,11,13
364,21,3,192000,162,79,83
365,21,3,192100,95,48,47
366,21,3,192200,919,454,465
367,21,3,192300,281,146,135
368,21,3,192400,348,162,186
369,21,3,192500,584,284,300
370,21,3,192600,1254,636,618
371,21,3,192700,129,61,68
372,21,3,192800,75,35,40
373,21,3,192900,294,132,162
374,21,3,193000,354,175,179
375,21,3,193100,184,87,97
376,21,3,193200,607,293,314
377,21,3,193300,44,21,23
378,21,3,193400,134,67,67
379,21,3,193500,374,176,198
380,21,3,193600,352,179,173
381,21,3,193700,653,328,325
382,21,3,193800,445,214,231
383,21,3,193900,126,63,63
384,21,3,194000,387,222,165
385,21,3,194100,84,36,48
386,21,3,194200,494,254,240
387,21,3,194300,143,68,75
388,21,3,194400,117,47,70
389,21,3,194500,147,71,76
390,21,3,194600,1364,694,670
391,21,3,194700,48,23,25
392,21,3,194800,68,31,37
393,21,3,194900,310,160,150
394,21,3,195000,308,161,147
395,21,3,195100,133,67,66
396,21,3,195200,168,79,89
397,21,3,195300,85,50,35
398,21,3,195400,107,52,55
399,21,3,195500,581,297,284
400,21,3,195600,278,143,135
401,21,3,195700,195,94,101
402,21,3,195800,86,42,44
403,21,3,195900,284,139,145
404,21,3,196000,450,239,211
405,21,3,196100,0,0,0
406,21,3,196200,387,200,187
407,21,3,196300,130,66,64
408,21,3,196400,395,209,186
409,21,3,196500,85,45,40
410,21,3,196600,257,127,130
411,21,3,196700,0,0,0
412,21,3,196800,515,257,258
413,21,3,196900,470,233,237
414,21,3,197000,1127,563,564
415,21,3,197100,135,70,65
416,21,3,197200,242,124,118
417,21,3,197300,142,58,84
418,21,3,197400,584,284,300
419,21,3,197500,408,208,200
420,21,3,197600,73,43,30
421,21,3,197700,84,43,41
422,21,3,197800,155,75,80
423,21,3,197900,183,101,82
424,21,3,198000,697,337,360
425,21,3,198100,71,28,43
426,21,3,198200,99,53,46
427,21,3,198300,292,152,140
428,21,3,198400,158,85,73
429,21,3,198500,1064,556,508
430,21,3,198600,4013,2125,1888
431,21,3,198700,518,260,258
432,21,3,198800,11,7,4
433,21,3,198900,806,399,407
434,21,3,199000,380,185,195
435,21,3,199100,180,81,99
436,21,3,199200,457,221,236
437,21,3,199300,539,274,265
438,21,3,199400,109,62,47
439,21,3,199500,576,283,293
440,21,3,199600,339,170,169
441,21,3,199700,0,0,0
442,21,3,199800,0,0,0
443,21,3,199900,0,0,0
444,21,3,200000,501,234,267
445,21,3,200100,1961,991,970
446,21,3,200200,227,105,122
447,21,3,200300,500,250,250
448,21,3,200400,203,101,102
449,21,3,200500,497,250,247
450,21,3,200600,1486,744,742
451,21,3,200700,103,51,52
452,21,3,200800,189,104,85
453,21,3,200900,203,100,103
454,21,3,201000,284,135,149
455,21,3,201100,54,27,27
456,21,3,201200,139,71,68
457,21,3,201300,488,243,245
458,21,3,201400,237,116,121
459,21,3,201500,1960,1020,940
460,21,3,201600,824,403,421
461,21,3,201700,134,65,69
462,21,3,201800,66,34,32
463,21,3,201900,0,0,0
464,21,3,202000,425,223,202
465,21,3,202100,94,46,48
466,21,3,202200,186,86,100
467,21,3,202300,410,180,230
468,21,3,202400,530,255,275
469,21,3,202500,245,113,132
470,21,3,202600,498,252,246
471,21,3,202700,220,97,123
472,21,3,202800,270,135,135
473,21,3,202900,299,143,156
474,21,3,203000,199,110,89
