,Statecode,Districtcode,VillageCode,Population,Males,Females
0,21,375,551700,4014,1985,2029
1,21,375,551800,1593,851,742
2,21,375,551900,1391,717,674
3,21,375,552000,291,180,111
4,21,375,552100,529,255,274
5,21,375,552200,885,441,444
6,21,375,552300,1513,887,626
7,21,375,552400,1892,943,949
8,21,375,552500,2782,1427,1355
9,21,375,552600,1793,899,894
10,21,375,552700,400,205,195
11,21,375,552800,396,191,205
12,21,375,552900,1343,681,662
13,21,375,553000,893,463,430
14,21,375,553100,1376,698,678
15,21,375,553200,319,155,164
16,21,375,553300,1122,546,576
17,21,375,553400,236,131,105
18,21,375,553500,522,260,262
19,21,375,553600,1395,690,705
20,21,375,553700,1336,657,679
21,21,375,553800,638,306,332
22,21,375,553900,505,258,247
23,21,375,554000,1928,933,995
24,21,375,554100,2602,1308,1294
25,21,375,554200,420,210,210
26,21,375,554300,447,247,200
27,21,375,554400,521,268,253
28,21,375,554500,96,47,49
29,21,375,554600,212,111,101
30,21,375,554700,961,468,493
31,21,375,554800,3193,1612,1581
32,21,375,554900,78,39,39
33,21,375,555000,213,103,110
34,21,375,555100,187,83,104
35,21,375,555200,1273,634,639
36,21,375,555300,1616,765,851
37,21,375,555400,1876,937,939
38,21,375,555500,0,0,0
39,21,375,555600,993,514,479
40,21,375,555700,4313,2296,2017
41,21,375,555800,0,0,0
42,21,375,555900,1390,683,707
43,21,375,556000,502,247,255
44,21,375,556100,240,116,124
45,21,375,556200,619,315,304
46,21,375,556300,486,235,251
47,21,375,556400,81,38,43
48,21,375,556500,223,108,115
49,21,375,556600,540,284,256
50,21,375,556700,1952,983,969
51,21,375,556800,125,62,63
52,21,375,556900,236,115,121
53,21,375,557000,1181,590,591
54,21,375,557100,1961,983,978
55,21,375,557200,824,400,424
56,21,375,557300,631,295,336
57,21,375,557400,895,429,466
58,21,375,557500,680,333,347
59,21,375,557600,416,202,214
60,21,375,557700,411,193,218
61,21,375,557800,628,314,314
62,21,375,557900,1900,908,992
